day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1000,197,10,,,,,,,,,,,,,,822.0,,,,,
1001,197,10,,,,,,,,,,,,,,822.0,,,,,
1002,197,10,,,,,,,,,,,,,,823.0,,,,,
1003,197,10,,,,,,,,,,,,,,823.0,,,,,
1004,197,10,,,,,,,,,,,,,,823.0,,,,,
1005,198,10,,,,,,,,,,,,,,823.0,,,,,
1006,198,10,,,,,,,,,,,,,,823.0,,,,,
1007,198,10,,,,,,,,,,,,,,823.0,,,,,
1008,197,10,,,,,,,,,,,,,,826.0,,,,,
1009,197,10,,,,,,,,,,,,,,826.0,,,,,
1010,197,10,,,,,,,,,,,,,,826.0,,,,,
1011,197,10,,,,,,,,,,,,,,826.0,,,,,
1012,197,10,,,,,,,,,,,,,,826.0,,,,,
1013,197,10,,,,,,,,,,,,,,826.0,,,,,
1014,197,10,,,,,,,,,,,,,,826.0,,,,,
1015,197,10,,,,,,,,,,,,,,825.0,,,,,
1016,197,10,,,,,,,,,,,,,,825.0,,,,,
1017,197,10,,,,,,,,,,,,,,825.0,,,,,
1018,197,10,,,,,,,,,,,,,,825.0,,,,,
1019,197,10,,,,,,,,,,,,,,825.0,,,,,
1020,196,12,,,,,,,,,,,,,,827.0,,,,,
1021,196,12,,,,,,,,,,,,,,827.0,,,,,
1022,196,12,,,,,,,,,,,,,,827.0,,,,,
1023,196,12,,,,,,,,,,,,,,827.0,,,,,
1024,195,10,,,,,,,,,,,,,,832.0,,,,,
1025,195,10,,,,,,,,,,,,,,832.0,,,,,
1026,195,10,,,,,,,,,,,,,,831.0,,,,,
1027,195,10,,,,,,,,,,,,,,831.0,,,,,
1028,195,10,,,,,,,,,,,,,,831.0,,,,,
1029,195,8,,,,,,,,,,,,,,834.0,,,,,
1030,195,8,,,,,,,,,,,,,,835.0,,,,,
1031,195,8,,,,,,,,,,,,,,835.0,,,,,
1032,196,8,,,,,,,,,,,,,,835.0,,,,,
1033,196,8,,,,,,,,,,,,,,835.0,,,,,
1034,196,8,,,,,,,,,,,,,,835.0,,,,,
1035,196,8,,,,,,,,,,,,,,834.0,,,,,
1036,196,8,,,,,,,,,,,,,,835.0,,,,,
1037,196,8,,,,,,,,,,,,,,835.0,,,,,
1038,196,8,,,,,,,,,,,,,,836.0,,,,,
1039,196,8,,,,,,,,,,,,,,836.0,,,,,
1040,196,8,,,,,,,,,,,,,,837.0,,,,,
1041,196,8,,,,,,,,,,,,,,838.0,,,,,
1042,196,8,,,,,,,,,,,,,,838.0,,,,,
1043,196,8,,,,,,,,,,,,,,838.0,,,,,
1044,196,8,,,,,,,,,,,,,,838.0,,,,,
1045,196,8,,,,,,,,,,,,,,838.0,,,,,
1046,196,8,,,,,,,,,,,,,,838.0,,,,,
1047,196,8,,,,,,,,,,,,,,838.0,,,,,
1048,195,8,,,,,,,,,,,,,,842.0,,,,,
1049,195,8,,,,,,,,,,,,,,842.0,,,,,
1050,194,8,,,,,,,,,,,,,,845.0,,,,,
1051,194,8,,,,,,,,,,,,,,845.0,,,,,
1052,194,8,,,,,,,,,,,,,,845.0,,,,,
1053,194,8,,,,,,,,,,,,,,845.0,,,,,
1054,194,8,,,,,,,,,,,,,,844.0,,,,,
1055,194,8,,,,,,,,,,,,,,844.0,,,,,
1056,191,8,,,,,,,,,,,,,,853.0,,,,,
1057,192,8,,,,,,,,,,,,,,853.0,,,,,
1058,192,8,,,,,,,,,,,,,,853.0,,,,,
1059,192,8,,,,,,,,,,,,,,853.0,,,,,
1060,194,8,,,,,,,,,,,,,,853.0,,,,,
1061,194,8,,,,,,,,,,,,,,853.0,,,,,
1062,194,8,,,,,,,,,,,,,,855.0,,,,,
1063,194,8,,,,,,,,,,,,,,855.0,,,,,
1064,194,8,,,,,,,,,,,,,,854.0,,,,,
1065,193,8,,,,,,,,,,,,,,862.0,,,,,
1066,193,8,,,,,,,,,,,,,,861.0,,,,,
1067,193,8,,,,,,,,,,,,,,861.0,,,,,
1068,193,8,,,,,,,,,,,,,,861.0,,,,,
1069,193,8,,,,,,,,,,,,,,861.0,,,,,
1070,193,8,,,,,,,,,,,,,,861.0,,,,,
1071,193,8,,,,,,,,,,,,,,861.0,,,,,
1072,194,8,,,,,,,,,,,,,,861.0,,,,,
1073,194,8,,,,,,,,,,,,,,861.0,,,,,
1074,194,8,,,,,,,,,,,,,,861.0,,,,,
1075,194,8,,,,,,,,,,,,,,861.0,,,,,
1076,195,8,,,,,,,,,,,,,,861.0,,,,,
1077,196,8,,,,,,,,,,,,,,859.0,,,,,
1078,196,8,,,,,,,,,,,,,,859.0,,,,,
1079,196,8,,,,,,,,,,,,,,859.0,,,,,
1080,195,8,,,,,,,,,,,,,,863.0,,,,,
1081,195,8,,,,,,,,,,,,,,863.0,,,,,
1082,195,8,,,,,,,,,,,,,,863.0,,,,,
1083,195,8,,,,,,,,,,,,,,863.0,,,,,
1084,195,8,,,,,,,,,,,,,,863.0,,,,,
1085,195,8,,,,,,,,,,,,,,865.0,,,,,
1086,195,8,,,,,,,,,,,,,,866.0,,,,,
1087,195,8,,,,,,,,,,,,,,866.0,,,,,
1088,195,8,,,,,,,,,,,,,,866.0,,,,,
1089,195,8,,,,,,,,,,,,,,866.0,,,,,
1090,197,8,,,,,,,,,,,,,,867.0,,,,,
1091,197,8,,,,,,,,,,,,,,867.0,,,,,
1092,197,8,,,,,,,,,,,,,,866.0,,,,,
1093,197,8,,,,,,,,,,,,,,866.0,,,,,
1094,196,8,,,,,,,,,,,,,,866.0,,,,,
1095,196,8,,,,,,,,,,,,,,866.0,,,,,
1096,196,8,,,,,,,,,,,,,,866.0,,,,,
1097,196,8,,,,,,,,,,,,,,866.0,,,,,
1098,193,8,,,,,,,,,,,,,,872.0,,,,,
1099,193,8,,,,,,,,,,,,,,872.0,,,,,
1100,194,8,,,,,,,,,,,,,,872.0,,,,,
1101,194,8,,,,,,,,,,,,,,872.0,,,,,
1102,194,8,,,,,,,,,,,,,,872.0,,,,,
1103,194,8,,,,,,,,,,,,,,872.0,,,,,
1104,195,8,,,,,,,,,,,,,,872.0,,,,,
1105,195,8,,,,,,,,,,,,,,872.0,,,,,
1106,195,8,,,,,,,,,,,,,,872.0,,,,,
1107,195,8,,,,,,,,,,,,,,872.0,,,,,
1108,194,8,,,,,,,,,,,,,,872.0,,,,,
1109,194,8,,,,,,,,,,,,,,872.0,,,,,
1110,194,8,,,,,,,,,,,,,,872.0,,,,,
1111,194,8,,,,,,,,,,,,,,872.0,,,,,
1112,194,8,,,,,,,,,,,,,,872.0,,,,,
1113,195,8,,,,,,,,,,,,,,872.0,,,,,
1114,195,8,,,,,,,,,,,,,,872.0,,,,,
1115,195,8,,,,,,,,,,,,,,871.0,,,,,
1116,196,8,,,,,,,,,,,,,,872.0,,,,,
1117,196,8,,,,,,,,,,,,,,872.0,,,,,
1118,196,8,,,,,,,,,,,,,,872.0,,,,,
1119,196,8,,,,,,,,,,,,,,872.0,,,,,
1120,196,8,,,,,,,,,,,,,,872.0,,,,,
1121,195,8,,,,,,,,,,,,,,872.0,,,,,
1122,195,8,,,,,,,,,,,,,,871.0,,,,,
1123,195,8,,,,,,,,,,,,,,871.0,,,,,
1124,195,8,,,,,,,,,,,,,,871.0,,,,,
1125,195,8,,,,,,,,,,,,,,872.0,,,,,
1126,195,8,,,,,,,,,,,,,,872.0,,,,,
1127,195,8,,,,,,,,,,,,,,873.0,,,,,
1128,195,8,,,,,,,,,,,,,,874.0,,,,,
1129,195,8,,,,,,,,,,,,,,874.0,,,,,
1130,196,8,,,,,,,,,,,,,,876.0,,,,,
1131,196,8,,,,,,,,,,,,,,876.0,,,,,
1132,196,8,,,,,,,,,,,,,,876.0,,,,,
1133,196,8,,,,,,,,,,,,,,876.0,,,,,
1134,196,8,,,,,,,,,,,,,,877.0,,,,,
1135,196,8,,,,,,,,,,,,,,877.0,,,,,
1136,196,8,,,,,,,,,,,,,,878.0,,,,,
1137,196,8,,,,,,,,,,,,,,878.0,,,,,
1138,196,8,,,,,,,,,,,,,,878.0,,,,,
1139,196,8,,,,,,,,,,,,,,878.0,,,,,
1140,198,8,,,,,,,,,,,,,,879.0,,,,,
1141,198,8,,,,,,,,,,,,,,879.0,,,,,
1142,198,8,,,,,,,,,,,,,,879.0,,,,,
1143,198,8,,,,,,,,,,,,,,879.0,,,,,
1144,198,8,,,,,,,,,,,,,,879.0,,,,,
1145,198,8,,,,,,,,,,,,,,879.0,,,,,
1146,197,8,,,,,,,,,,,,,,881.0,,,,,
1147,197,8,,,,,,,,,,,,,,881.0,,,,,
1148,197,8,,,,,,,,,,,,,,881.0,,,,,
1149,197,8,,,,,,,,,,,,,,881.0,,,,,
1150,197,8,,,,,,,,,,,,,,882.0,,,,,
1151,197,8,,,,,,,,,,,,,,882.0,,,,,
1152,197,8,,,,,,,,,,,,,,886.0,,,,,
1153,198,10,,,,,,,,,,,,,,881.0,,,,,
1154,198,10,,,,,,,,,,,,,,881.0,,,,,
1155,197,10,,,,,,,,,,,,,,881.0,,,,,
1156,198,10,,,,,,,,,,,,,,879.0,,,,,
1157,198,10,,,,,,,,,,,,,,879.0,,,,,
1158,198,10,,,,,,,,,,,,,,879.0,,,,,
1159,198,10,,,,,,,,,,,,,,879.0,,,,,
1160,198,10,,,,,,,,,,,,,,879.0,,,,,
1161,198,10,,,,,,,,,,,,,,879.0,,,,,
1162,198,10,,,,,,,,,,,,,,879.0,,,,,
1163,198,10,,,,,,,,,,,,,,879.0,,,,,
1164,198,10,,,,,,,,,,,,,,879.0,,,,,
1165,198,10,,,,,,,,,,,,,,879.0,,,,,
1166,198,10,,,,,,,,,,,,,,879.0,,,,,
1167,198,10,,,,,,,,,,,,,,878.0,,,,,
1168,198,10,,,,,,,,,,,,,,878.0,,,,,
1169,198,10,,,,,,,,,,,,,,877.0,,,,,
1170,199,10,,,,,,,,,,,,,,878.0,,,,,
1171,199,10,,,,,,,,,,,,,,878.0,,,,,
1172,199,10,,,,,,,,,,,,,,878.0,,,,,
1173,199,10,,,,,,,,,,,,,,878.0,,,,,
1174,199,10,,,,,,,,,,,,,,878.0,,,,,
1175,199,10,,,,,,,,,,,,,,878.0,,,,,
1176,200,10,,,,,,,,,,,,,,882.0,,,,,
1177,200,10,,,,,,,,,,,,,,882.0,,,,,
1178,200,10,,,,,,,,,,,,,,882.0,,,,,
1179,200,10,,,,,,,,,,,,,,882.0,,,,,
1180,200,10,,,,,,,,,,,,,,882.0,,,,,
1181,200,10,,,,,,,,,,,,,,882.0,,,,,
1182,200,10,,,,,,,,,,,,,,882.0,,,,,
1183,200,10,,,,,,,,,,,,,,882.0,,,,,
1184,200,10,,,,,,,,,,,,,,882.0,,,,,
1185,200,10,,,,,,,,,,,,,,882.0,,,,,
1186,200,10,,,,,,,,,,,,,,882.0,,,,,
1187,200,10,,,,,,,,,,,,,,882.0,,,,,
1188,202,10,,,,,,,,,,,,,,882.0,,,,,
1189,202,10,,,,,,,,,,,,,,882.0,,,,,
1190,204,10,,,,,,,,,,,,,,883.0,,,,,
1191,204,10,,,,,,,,,,,,,,883.0,,,,,
1192,205,10,,,,,,,,,,,,,,883.0,,,,,
1193,205,10,,,,,,,,,,,,,,883.0,,,,,
1194,205,10,,,,,,,,,,,,,,883.0,,,,,
1195,203,10,,,,,,,,,,,,,,886.0,,,,,
1196,202,10,,,,,,,,,,,,,,886.0,,,,,
1197,202,10,,,,,,,,,,,,,,885.0,,,,,
1198,202,10,,,,,,,,,,,,,,885.0,,,,,
1199,202,10,,,,,,,,,,,,,,885.0,,,,,
1200,202,10,,,,,,,,,,,,,,886.0,,,,,
1201,202,10,,,,,,,,,,,,,,886.0,,,,,
1202,202,10,,,,,,,,,,,,,,886.0,,,,,
1203,202,10,,,,,,,,,,,,,,886.0,,,,,
1204,202,10,,,,,,,,,,,,,,886.0,,,,,
1205,202,10,,,,,,,,,,,,,,886.0,,,,,
1206,202,10,,,,,,,,,,,,,,886.0,,,,,
1207,202,10,,,,,,,,,,,,,,886.0,,,,,
1208,202,10,,,,,,,,,,,,,,887.0,,,,,
1209,202,10,,,,,,,,,,,,,,887.0,,,,,
1210,202,10,,,,,,,,,,,,,,887.0,,,,,
1211,202,10,,,,,,,,,,,,,,887.0,,,,,
1212,202,10,,,,,,,,,,,,,,888.0,,,,,
1213,202,10,,,,,,,,,,,,,,888.0,,,,,
1214,202,10,,,,,,,,,,,,,,888.0,,,,,
1215,202,10,,,,,,,,,,,,,,887.0,,,,,
1216,202,8,,,,,,,,,,,,,,889.0,,,,,
1217,202,8,,,,,,,,,,,,,,889.0,,,,,
1218,203,8,,,,,,,,,,,,,,890.0,,,,,
1219,203,8,,,,,,,,,,,,,,890.0,,,,,
1220,203,8,,,,,,,,,,,,,,890.0,,,,,
1221,203,8,,,,,,,,,,,,,,890.0,,,,,
1222,203,8,,,,,,,,,,,,,,890.0,,,,,
1223,203,8,,,,,,,,,,,,,,890.0,,,,,
1224,202,8,,,,,,,,,,,,,,892.0,,,,,
1225,202,8,,,,,,,,,,,,,,892.0,,,,,
1226,202,8,,,,,,,,,,,,,,892.0,,,,,
1227,202,8,,,,,,,,,,,,,,892.0,,,,,
1228,202,8,,,,,,,,,,,,,,892.0,,,,,
1229,202,8,,,,,,,,,,,,,,892.0,,,,,
1230,203,8,,,,,,,,,,,,,,894.0,,,,,
1231,203,8,,,,,,,,,,,,,,894.0,,,,,
1232,203,8,,,,,,,,,,,,,,894.0,,,,,
1233,203,8,,,,,,,,,,,,,,894.0,,,,,
1234,203,8,,,,,,,,,,,,,,893.0,,,,,
1235,203,8,,,,,,,,,,,,,,893.0,,,,,
1236,198,6,,,,,,,,,,,,,,901.0,,,,,
1237,198,6,,,,,,,,,,,,,,901.0,,,,,
1238,198,6,,,,,,,,,,,,,,900.0,,,,,
1239,198,6,,,,,,,,,,,,,,900.0,,,,,
1240,198,6,,,,,,,,,,,,,,902.0,,,,,
1241,198,6,,,,,,,,,,,,,,902.0,,,,,
1242,199,6,,,,,,,,,,,,,,903.0,,,,,
1243,199,6,,,,,,,,,,,,,,903.0,,,,,
1244,199,6,,,,,,,,,,,,,,903.0,,,,,
1245,199,6,,,,,,,,,,,,,,903.0,,,,,
1246,199,6,,,,,,,,,,,,,,903.0,,,,,
1247,199,6,,,,,,,,,,,,,,903.0,,,,,
1248,201,6,,,,,,,,,,,,,,904.0,,,,,
1249,201,6,,,,,,,,,,,,,,903.0,,,,,
1250,200,4,,,,,,,,,,,,,,907.0,,,,,
1251,201,4,,,,,,,,,,,,,,907.0,,,,,
1252,201,4,,,,,,,,,,,,,,907.0,,,,,
1253,201,4,,,,,,,,,,,,,,908.0,,,,,
1254,201,4,,,,,,,,,,,,,,910.0,,,,,
1255,202,4,,,,,,,,,,,,,,911.0,,,,,
1256,202,4,,,,,,,,,,,,,,911.0,,,,,
1257,202,4,,,,,,,,,,,,,,911.0,,,,,
1258,202,4,,,,,,,,,,,,,,911.0,,,,,
1259,202,4,,,,,,,,,,,,,,910.0,,,,,
1260,204,4,,,,,,,,,,,,,,912.0,,,,,
1261,204,4,,,,,,,,,,,,,,912.0,,,,,
1262,204,4,,,,,,,,,,,,,,912.0,,,,,
1263,204,4,,,,,,,,,,,,,,912.0,,,,,
1264,204,4,,,,,,,,,,,,,,913.0,,,,,
1265,204,4,,,,,,,,,,,,,,913.0,,,,,
1266,204,4,,,,,,,,,,,,,,913.0,,,,,
1267,204,4,,,,,,,,,,,,,,913.0,,,,,
1268,204,4,,,,,,,,,,,,,,913.0,,,,,
1269,204,4,,,,,,,,,,,,,,913.0,,,,,
1270,205,4,,,,,,,,,,,,,,914.0,,,,,
1271,205,4,,,,,,,,,,,,,,914.0,,,,,
1272,205,4,,,,,,,,,,,,,,915.0,,,,,
1273,205,4,,,,,,,,,,,,,,915.0,,,,,
1274,205,4,,,,,,,,,,,,,,915.0,,,,,
1275,205,4,,,,,,,,,,,,,,915.0,,,,,
1276,205,4,,,,,,,,,,,,,,915.0,,,,,
1277,205,4,,,,,,,,,,,,,,915.0,,,,,
1278,205,4,,,,,,,,,,,,,,916.0,,,,,
1279,205,4,,,,,,,,,,,,,,915.0,,,,,
1280,205,4,,,,,,,,,,,,,,917.0,,,,,
1281,205,4,,,,,,,,,,,,,,919.0,,,,,
1282,205,4,,,,,,,,,,,,,,918.0,,,,,
1283,205,4,,,,,,,,,,,,,,918.0,,,,,
1284,205,4,,,,,,,,,,,,,,918.0,,,,,
1285,205,4,,,,,,,,,,,,,,917.0,,,,,
1286,205,4,,,,,,,,,,,,,,916.0,,,,,
1287,204,4,,,,,,,,,,,,,,922.0,,,,,
1288,204,4,,,,,,,,,,,,,,922.0,,,,,
1289,204,4,,,,,,,,,,,,,,922.0,,,,,
1290,204,4,,,,,,,,,,,,,,924.0,,,,,
1291,204,4,,,,,,,,,,,,,,924.0,,,,,
1292,204,4,,,,,,,,,,,,,,924.0,,,,,
1293,204,4,,,,,,,,,,,,,,924.0,,,,,
1294,204,4,,,,,,,,,,,,,,923.0,,,,,
1295,204,4,,,,,,,,,,,,,,923.0,,,,,
1296,200,4,,,,,,,,,,,,,,930.0,,,,,
1297,200,4,,,,,,,,,,,,,,930.0,,,,,
1298,200,4,,,,,,,,,,,,,,930.0,,,,,
1299,200,4,,,,,,,,,,,,,,930.0,,,,,
1300,201,4,,,,,,,,,,,,,,932.0,,,,,
1301,201,4,,,,,,,,,,,,,,931.0,,,,,
1302,200,4,,,,,,,,,,,,,,940.0,,,,,
1303,199,4,,,,,,,,,,,,,,940.0,,,,,
1304,199,4,,,,,,,,,,,,,,941.0,,,,,
1305,199,4,,,,,,,,,,,,,,941.0,,,,,
1306,199,4,,,,,,,,,,,,,,941.0,,,,,
1307,199,4,,,,,,,,,,,,,,941.0,,,,,
1308,198,4,,,,,,,,,,,,,,945.0,,,,,
1309,198,4,,,,,,,,,,,,,,945.0,,,,,
1310,198,4,,,,,,,,,,,,,,948.0,,,,,
1311,198,4,,,,,,,,,,,,,,948.0,,,,,
1312,199,4,,,,,,,,,,,,,,949.0,,,,,
1313,199,4,,,,,,,,,,,,,,949.0,,,,,
1314,199,4,,,,,,,,,,,,,,950.0,,,,,
1315,199,4,,,,,,,,,,,,,,950.0,,,,,
1316,199,4,,,,,,,,,,,,,,952.0,,,,,
1317,199,4,,,,,,,,,,,,,,952.0,,,,,
1318,199,4,,,,,,,,,,,,,,951.0,,,,,
1319,199,4,,,,,,,,,,,,,,951.0,,,,,
1320,201,4,,,,,,,,,,,,,,951.0,,,,,
1321,201,4,,,,,,,,,,,,,,951.0,,,,,
1322,201,4,,,,,,,,,,,,,,951.0,,,,,
1323,200,4,,,,,,,,,,,,,,953.0,,,,,
1324,200,4,,,,,,,,,,,,,,955.0,,,,,
1325,200,4,,,,,,,,,,,,,,955.0,,,,,
1326,200,4,,,,,,,,,,,,,,955.0,,,,,
1327,200,4,,,,,,,,,,,,,,954.0,,,,,
1328,199,4,,,,,,,,,,,,,,954.0,,,,,
1329,199,4,,,,,,,,,,,,,,954.0,,,,,
1330,199,4,,,,,,,,,,,,,,954.0,,,,,
1331,199,4,,,,,,,,,,,,,,954.0,,,,,
1332,200,4,,,,,,,,,,,,,,955.0,,,,,
1333,200,4,,,,,,,,,,,,,,955.0,,,,,
1334,200,4,,,,,,,,,,,,,,955.0,,,,,
1335,200,4,,,,,,,,,,,,,,955.0,,,,,
1336,200,4,,,,,,,,,,,,,,955.0,,,,,
1337,200,4,,,,,,,,,,,,,,955.0,,,,,
1338,197,4,,,,,,,,,,,,,,,964.0,,,,
1339,197,4,,,,,,,,,,,,,,,963.0,,,,
1340,197,4,,,,,,,,,,,,,,,963.0,,,,
1341,197,4,,,,,,,,,,,,,,,963.0,,,,
1342,197,4,,,,,,,,,,,,,,,963.0,,,,
1343,197,4,,,,,,,,,,,,,,,963.0,,,,
1344,197,4,,,,,,,,,,,,,,,965.0,,,,
1345,197,4,,,,,,,,,,,,,,,965.0,,,,
1346,197,4,,,,,,,,,,,,,,,964.0,,,,
1347,197,4,,,,,,,,,,,,,,,964.0,,,,
1348,197,4,,,,,,,,,,,,,,,964.0,,,,
1349,197,4,,,,,,,,,,,,,,,964.0,,,,
1350,201,4,,,,,,,,,,,,,,,966.0,,,,
1351,201,4,,,,,,,,,,,,,,,966.0,,,,
1352,201,4,,,,,,,,,,,,,,,966.0,,,,
1353,201,4,,,,,,,,,,,,,,,965.0,,,,
1354,201,4,,,,,,,,,,,,,,,965.0,,,,
1355,201,4,,,,,,,,,,,,,,,965.0,,,,
1356,201,4,,,,,,,,,,,,,,,967.0,,,,
1357,201,4,,,,,,,,,,,,,,,967.0,,,,
1358,201,4,,,,,,,,,,,,,,,967.0,,,,
1359,202,4,,,,,,,,,,,,,,,966.0,,,,
1360,200,4,,,,,,,,,,,,,,,971.0,,,,
1361,199,4,,,,,,,,,,,,,,,971.0,,,,
1362,199,4,,,,,,,,,,,,,,,973.0,,,,
1363,199,4,,,,,,,,,,,,,,,973.0,,,,
1364,198,4,,,,,,,,,,,,,,,973.0,,,,
1365,199,4,,,,,,,,,,,,,,,973.0,,,,
1366,199,4,,,,,,,,,,,,,,,973.0,,,,
1367,199,4,,,,,,,,,,,,,,,973.0,,,,
1368,196,4,,,,,,,,,,,,,,,978.0,,,,
1369,196,4,,,,,,,,,,,,,,,978.0,,,,
1370,196,4,,,,,,,,,,,,,,,978.0,,,,
1371,196,4,,,,,,,,,,,,,,,978.0,,,,
1372,196,4,,,,,,,,,,,,,,,979.0,,,,
1373,196,4,,,,,,,,,,,,,,,979.0,,,,
1374,196,4,,,,,,,,,,,,,,,980.0,,,,
1375,196,4,,,,,,,,,,,,,,,980.0,,,,
1376,196,4,,,,,,,,,,,,,,,980.0,,,,
1377,196,4,,,,,,,,,,,,,,,980.0,,,,
1378,196,4,,,,,,,,,,,,,,,980.0,,,,
1379,196,4,,,,,,,,,,,,,,,980.0,,,,
1380,196,4,,,,,,,,,,,,,,,981.0,,,,
1381,196,4,,,,,,,,,,,,,,,981.0,,,,
1382,196,4,,,,,,,,,,,,,,,981.0,,,,
1383,196,4,,,,,,,,,,,,,,,981.0,,,,
1384,196,4,,,,,,,,,,,,,,,982.0,,,,
1385,196,4,,,,,,,,,,,,,,,982.0,,,,
1386,196,4,,,,,,,,,,,,,,,983.0,,,,
1387,196,4,,,,,,,,,,,,,,,983.0,,,,
1388,196,4,,,,,,,,,,,,,,,983.0,,,,
1389,196,4,,,,,,,,,,,,,,,983.0,,,,
1390,197,4,,,,,,,,,,,,,,,983.0,,,,
1391,197,4,,,,,,,,,,,,,,,983.0,,,,
1392,198,4,,,,,,,,,,,,,,,985.0,,,,
1393,198,4,,,,,,,,,,,,,,,985.0,,,,
1394,198,4,,,,,,,,,,,,,,,985.0,,,,
1395,198,4,,,,,,,,,,,,,,,985.0,,,,
1396,199,4,,,,,,,,,,,,,,,985.0,,,,
1397,199,4,,,,,,,,,,,,,,,985.0,,,,
1398,199,4,,,,,,,,,,,,,,,986.0,,,,
1399,199,4,,,,,,,,,,,,,,,986.0,,,,
1400,197,4,,,,,,,,,,,,,,,990.0,,,,
1401,197,4,,,,,,,,,,,,,,,990.0,,,,
1402,197,4,,,,,,,,,,,,,,,989.0,,,,
1403,197,4,,,,,,,,,,,,,,,989.0,,,,
1404,198,4,,,,,,,,,,,,,,,989.0,,,,
1405,198,4,,,,,,,,,,,,,,,989.0,,,,
1406,198,4,,,,,,,,,,,,,,,989.0,,,,
1407,198,4,,,,,,,,,,,,,,,989.0,,,,
1408,199,4,,,,,,,,,,,,,,,989.0,,,,
1409,199,4,,,,,,,,,,,,,,,989.0,,,,
1410,199,4,,,,,,,,,,,,,,,990.0,,,,
1411,199,4,,,,,,,,,,,,,,,990.0,,,,
1412,199,4,,,,,,,,,,,,,,,990.0,,,,
1413,199,4,,,,,,,,,,,,,,,990.0,,,,
1414,200,4,,,,,,,,,,,,,,,990.0,,,,
1415,200,4,,,,,,,,,,,,,,,990.0,,,,
1416,199,4,,,,,,,,,,,,,,,992.0,,,,
1417,199,4,,,,,,,,,,,,,,,991.0,,,,
1418,199,4,,,,,,,,,,,,,,,991.0,,,,
1419,199,4,,,,,,,,,,,,,,,991.0,,,,
1420,198,4,,,,,,,,,,,,,,,993.0,,,,
1421,198,4,,,,,,,,,,,,,,,993.0,,,,
1422,198,4,,,,,,,,,,,,,,,994.0,,,,
1423,198,4,,,,,,,,,,,,,,,994.0,,,,
1424,198,4,,,,,,,,,,,,,,,994.0,,,,
1425,198,4,,,,,,,,,,,,,,,994.0,,,,
1426,198,4,,,,,,,,,,,,,,,994.0,,,,
1427,198,4,,,,,,,,,,,,,,,994.0,,,,
1428,198,4,,,,,,,,,,,,,,,994.0,,,,
1429,198,4,,,,,,,,,,,,,,,994.0,,,,
1430,200,4,,,,,,,,,,,,,,,994.0,,,,
1431,200,4,,,,,,,,,,,,,,,994.0,,,,
1432,200,4,,,,,,,,,,,,,,,994.0,,,,
1433,200,4,,,,,,,,,,,,,,,994.0,,,,
1434,200,4,,,,,,,,,,,,,,,996.0,,,,
1435,200,4,,,,,,,,,,,,,,,996.0,,,,
1436,200,4,,,,,,,,,,,,,,,996.0,,,,
1437,200,4,,,,,,,,,,,,,,,996.0,,,,
1438,200,4,,,,,,,,,,,,,,,996.0,,,,
1439,200,4,,,,,,,,,,,,,,,996.0,,,,
1440,202,4,,,,,,,,,,,,,,,996.0,,,,
1441,202,4,,,,,,,,,,,,,,,996.0,,,,
1442,202,4,,,,,,,,,,,,,,,996.0,,,,
1443,203,4,,,,,,,,,,,,,,,994.0,,,,
1444,203,4,,,,,,,,,,,,,,,994.0,,,,
1445,204,4,,,,,,,,,,,,,,,994.0,,,,
1446,204,4,,,,,,,,,,,,,,,994.0,,,,
1447,204,4,,,,,,,,,,,,,,,994.0,,,,
1448,204,4,,,,,,,,,,,,,,,994.0,,,,
1449,204,4,,,,,,,,,,,,,,,994.0,,,,
1450,204,4,,,,,,,,,,,,,,,994.0,,,,
1451,204,4,,,,,,,,,,,,,,,993.0,,,,
1452,205,4,,,,,,,,,,,,,,,993.0,,,,
1453,205,4,,,,,,,,,,,,,,,993.0,,,,
1454,205,4,,,,,,,,,,,,,,,993.0,,,,
1455,206,4,,,,,,,,,,,,,,,991.0,,,,
1456,207,4,,,,,,,,,,,,,,,992.0,,,,
1457,207,4,,,,,,,,,,,,,,,992.0,,,,
1458,207,4,,,,,,,,,,,,,,,992.0,,,,
1459,207,4,,,,,,,,,,,,,,,992.0,,,,
1460,208,4,,,,,,,,,,,,,,,993.0,,,,
1461,208,4,,,,,,,,,,,,,,,993.0,,,,
1462,208,4,,,,,,,,,,,,,,,993.0,,,,
1463,208,4,,,,,,,,,,,,,,,993.0,,,,
1464,208,4,,,,,,,,,,,,,,,993.0,,,,
1465,208,4,,,,,,,,,,,,,,,993.0,,,,
1466,208,4,,,,,,,,,,,,,,,993.0,,,,
1467,208,4,,,,,,,,,,,,,,,993.0,,,,
1468,208,4,,,,,,,,,,,,,,,993.0,,,,
1469,208,4,,,,,,,,,,,,,,,993.0,,,,
1470,208,4,,,,,,,,,,,,,,,994.0,,,,
1471,208,4,,,,,,,,,,,,,,,994.0,,,,
1472,209,4,,,,,,,,,,,,,,,993.0,,,,
1473,209,4,,,,,,,,,,,,,,,993.0,,,,
1474,209,4,,,,,,,,,,,,,,,993.0,,,,
1475,209,4,,,,,,,,,,,,,,,993.0,,,,
1476,209,4,,,,,,,,,,,,,,,993.0,,,,
1477,209,4,,,,,,,,,,,,,,,993.0,,,,
1478,209,4,,,,,,,,,,,,,,,993.0,,,,
1479,209,4,,,,,,,,,,,,,,,993.0,,,,
1480,209,4,,,,,,,,,,,,,,,997.0,,,,
