day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1117,207,10,,,,,,,,,,,,,,,939.0,
1118,207,10,,,,,,,,,,,,,,,939.0,
1119,207,10,,,,,,,,,,,,,,,939.0,
1120,207,10,,,,,,,,,,,,,,,940.0,
1121,207,10,,,,,,,,,,,,,,,940.0,
1122,207,10,,,,,,,,,,,,,,,940.0,
1123,207,10,,,,,,,,,,,,,,,940.0,
1124,207,10,,,,,,,,,,,,,,,940.0,
1125,207,10,,,,,,,,,,,,,,,940.0,
1126,207,10,,,,,,,,,,,,,,,940.0,
1127,207,10,,,,,,,,,,,,,,,941.0,
1128,207,10,,,,,,,,,,,,,,,942.0,
1129,207,10,,,,,,,,,,,,,,,942.0,
1130,208,10,,,,,,,,,,,,,,,944.0,
1131,208,10,,,,,,,,,,,,,,,944.0,
1132,208,10,,,,,,,,,,,,,,,944.0,
1133,208,10,,,,,,,,,,,,,,,944.0,
1134,208,10,,,,,,,,,,,,,,,945.0,
1135,208,10,,,,,,,,,,,,,,,945.0,
1136,208,10,,,,,,,,,,,,,,,946.0,
1137,208,10,,,,,,,,,,,,,,,946.0,
1138,208,10,,,,,,,,,,,,,,,946.0,
1139,208,10,,,,,,,,,,,,,,,946.0,
1140,208,10,,,,,,,,,,,,,,,950.0,
1141,208,10,,,,,,,,,,,,,,,950.0,
1142,208,10,,,,,,,,,,,,,,,949.0,
1143,208,10,,,,,,,,,,,,,,,949.0,
1144,208,10,,,,,,,,,,,,,,,948.0,
1145,208,10,,,,,,,,,,,,,,,948.0,
1146,208,10,,,,,,,,,,,,,,,949.0,
1147,208,10,,,,,,,,,,,,,,,949.0,
1148,208,10,,,,,,,,,,,,,,,949.0,
1149,208,10,,,,,,,,,,,,,,,949.0,
1150,208,10,,,,,,,,,,,,,,,950.0,
1151,208,10,,,,,,,,,,,,,,,950.0,
1152,207,10,,,,,,,,,,,,,,,955.0,
1153,207,10,,,,,,,,,,,,,,,955.0,
1154,207,10,,,,,,,,,,,,,,,955.0,
1155,207,10,,,,,,,,,,,,,,,955.0,
1156,207,10,,,,,,,,,,,,,,,955.0,
1157,207,10,,,,,,,,,,,,,,,955.0,
1158,207,10,,,,,,,,,,,,,,,955.0,
1159,208,10,,,,,,,,,,,,,,,953.0,
1160,208,10,,,,,,,,,,,,,,,953.0,
1161,208,10,,,,,,,,,,,,,,,953.0,
1162,208,10,,,,,,,,,,,,,,,953.0,
1163,208,10,,,,,,,,,,,,,,,953.0,
1164,208,10,,,,,,,,,,,,,,,953.0,
1165,208,10,,,,,,,,,,,,,,,953.0,
1166,208,10,,,,,,,,,,,,,,,953.0,
1167,208,10,,,,,,,,,,,,,,,953.0,
1168,208,10,,,,,,,,,,,,,,,953.0,
1169,208,10,,,,,,,,,,,,,,,953.0,
1170,211,10,,,,,,,,,,,,,,,951.0,
1171,211,10,,,,,,,,,,,,,,,951.0,
1172,211,10,,,,,,,,,,,,,,,951.0,
1173,211,10,,,,,,,,,,,,,,,951.0,
1174,211,10,,,,,,,,,,,,,,,951.0,
1175,211,10,,,,,,,,,,,,,,,951.0,
1176,212,10,,,,,,,,,,,,,,,954.0,
1177,212,10,,,,,,,,,,,,,,,954.0,
1178,212,10,,,,,,,,,,,,,,,954.0,
1179,212,10,,,,,,,,,,,,,,,954.0,
1180,212,10,,,,,,,,,,,,,,,954.0,
1181,212,10,,,,,,,,,,,,,,,954.0,
1182,212,10,,,,,,,,,,,,,,,954.0,
1183,212,10,,,,,,,,,,,,,,,955.0,
1184,212,10,,,,,,,,,,,,,,,955.0,
1185,212,10,,,,,,,,,,,,,,,955.0,
1186,212,10,,,,,,,,,,,,,,,955.0,
1187,212,10,,,,,,,,,,,,,,,955.0,
1188,213,10,,,,,,,,,,,,,,,957.0,
1189,213,10,,,,,,,,,,,,,,,957.0,
1190,215,10,,,,,,,,,,,,,,,957.0,
1191,215,10,,,,,,,,,,,,,,,957.0,
1192,216,10,,,,,,,,,,,,,,,957.0,
1193,216,10,,,,,,,,,,,,,,,957.0,
1194,216,10,,,,,,,,,,,,,,,957.0,
1195,216,10,,,,,,,,,,,,,,,958.0,
1196,216,10,,,,,,,,,,,,,,,958.0,
1197,216,10,,,,,,,,,,,,,,,958.0,
1198,216,10,,,,,,,,,,,,,,,958.0,
1199,216,10,,,,,,,,,,,,,,,958.0,
1200,216,10,,,,,,,,,,,,,,,959.0,
1201,216,10,,,,,,,,,,,,,,,959.0,
1202,216,10,,,,,,,,,,,,,,,959.0,
1203,216,10,,,,,,,,,,,,,,,959.0,
1204,216,10,,,,,,,,,,,,,,,959.0,
1205,216,10,,,,,,,,,,,,,,,959.0,
1206,216,10,,,,,,,,,,,,,,,959.0,
1207,216,10,,,,,,,,,,,,,,,959.0,
1208,216,10,,,,,,,,,,,,,,,959.0,
1209,216,10,,,,,,,,,,,,,,,959.0,
1210,216,10,,,,,,,,,,,,,,,959.0,
1211,216,10,,,,,,,,,,,,,,,959.0,
1212,216,10,,,,,,,,,,,,,,,961.0,
1213,216,10,,,,,,,,,,,,,,,961.0,
1214,216,10,,,,,,,,,,,,,,,961.0,
1215,216,10,,,,,,,,,,,,,,,960.0,
1216,216,8,,,,,,,,,,,,,,,963.0,
1217,216,8,,,,,,,,,,,,,,,963.0,
1218,217,8,,,,,,,,,,,,,,,965.0,
1219,217,8,,,,,,,,,,,,,,,965.0,
1220,217,8,,,,,,,,,,,,,,,965.0,
1221,217,8,,,,,,,,,,,,,,,965.0,
1222,217,8,,,,,,,,,,,,,,,965.0,
1223,217,8,,,,,,,,,,,,,,,965.0,
1224,217,8,,,,,,,,,,,,,,,966.0,
1225,217,8,,,,,,,,,,,,,,,966.0,
1226,217,8,,,,,,,,,,,,,,,966.0,
1227,217,8,,,,,,,,,,,,,,,966.0,
1228,217,8,,,,,,,,,,,,,,,966.0,
1229,217,8,,,,,,,,,,,,,,,966.0,
1230,218,8,,,,,,,,,,,,,,,968.0,
1231,218,8,,,,,,,,,,,,,,,968.0,
1232,219,8,,,,,,,,,,,,,,,966.0,
1233,219,8,,,,,,,,,,,,,,,966.0,
1234,219,8,,,,,,,,,,,,,,,966.0,
1235,219,8,,,,,,,,,,,,,,,966.0,
1236,216,8,,,,,,,,,,,,,,,970.0,
1237,216,8,,,,,,,,,,,,,,,970.0,
1238,216,8,,,,,,,,,,,,,,,970.0,
1239,216,8,,,,,,,,,,,,,,,970.0,
1240,216,8,,,,,,,,,,,,,,,972.0,
1241,216,8,,,,,,,,,,,,,,,972.0,
1242,217,8,,,,,,,,,,,,,,,973.0,
1243,217,8,,,,,,,,,,,,,,,973.0,
1244,217,8,,,,,,,,,,,,,,,973.0,
1245,217,8,,,,,,,,,,,,,,,973.0,
1246,217,8,,,,,,,,,,,,,,,973.0,
1247,217,8,,,,,,,,,,,,,,,973.0,
1248,219,8,,,,,,,,,,,,,,,974.0,
1249,219,8,,,,,,,,,,,,,,,974.0,
1250,217,8,,,,,,,,,,,,,,,977.0,
1251,218,8,,,,,,,,,,,,,,,977.0,
1252,218,8,,,,,,,,,,,,,,,977.0,
1253,218,8,,,,,,,,,,,,,,,978.0,
1254,218,8,,,,,,,,,,,,,,,980.0,
1255,219,8,,,,,,,,,,,,,,,981.0,
1256,219,8,,,,,,,,,,,,,,,981.0,
1257,219,8,,,,,,,,,,,,,,,981.0,
1258,219,8,,,,,,,,,,,,,,,981.0,
1259,219,8,,,,,,,,,,,,,,,980.0,
1260,221,8,,,,,,,,,,,,,,,982.0,
1261,221,8,,,,,,,,,,,,,,,982.0,
1262,221,8,,,,,,,,,,,,,,,982.0,
1263,221,8,,,,,,,,,,,,,,,982.0,
1264,221,8,,,,,,,,,,,,,,,983.0,
1265,221,8,,,,,,,,,,,,,,,983.0,
1266,221,8,,,,,,,,,,,,,,,982.0,
1267,221,8,,,,,,,,,,,,,,,982.0,
1268,221,8,,,,,,,,,,,,,,,982.0,
1269,221,8,,,,,,,,,,,,,,,982.0,
1270,222,8,,,,,,,,,,,,,,,983.0,
1271,222,8,,,,,,,,,,,,,,,983.0,
1272,221,8,,,,,,,,,,,,,,,985.0,
1273,221,8,,,,,,,,,,,,,,,985.0,
1274,221,8,,,,,,,,,,,,,,,985.0,
1275,221,8,,,,,,,,,,,,,,,985.0,
1276,221,8,,,,,,,,,,,,,,,985.0,
1277,221,8,,,,,,,,,,,,,,,985.0,
1278,221,8,,,,,,,,,,,,,,,986.0,
1279,221,8,,,,,,,,,,,,,,,986.0,
1280,222,8,,,,,,,,,,,,,,,987.0,
1281,222,8,,,,,,,,,,,,,,,989.0,
1282,222,8,,,,,,,,,,,,,,,989.0,
1283,222,8,,,,,,,,,,,,,,,989.0,
1284,222,8,,,,,,,,,,,,,,,989.0,
1285,222,8,,,,,,,,,,,,,,,989.0,
1286,222,8,,,,,,,,,,,,,,,989.0,
1287,220,8,,,,,,,,,,,,,,,996.0,
1288,220,8,,,,,,,,,,,,,,,996.0,
1289,220,8,,,,,,,,,,,,,,,996.0,
1290,220,8,,,,,,,,,,,,,,,998.0,
1291,220,8,,,,,,,,,,,,,,,998.0,
1292,220,8,,,,,,,,,,,,,,,997.0,
1293,220,8,,,,,,,,,,,,,,,997.0,
1294,220,8,,,,,,,,,,,,,,,997.0,
1295,220,8,,,,,,,,,,,,,,,997.0,
1296,218,8,,,,,,,,,,,,,,,1002.0,
1297,218,8,,,,,,,,,,,,,,,1002.0,
1298,218,8,,,,,,,,,,,,,,,1002.0,
1299,218,8,,,,,,,,,,,,,,,1002.0,
1300,219,8,,,,,,,,,,,,,,,1004.0,
1301,219,8,,,,,,,,,,,,,,,1004.0,
1302,219,8,,,,,,,,,,,,,,,1012.0,
1303,219,8,,,,,,,,,,,,,,,1012.0,
1304,219,8,,,,,,,,,,,,,,,1013.0,
1305,219,8,,,,,,,,,,,,,,,1013.0,
1306,219,8,,,,,,,,,,,,,,,1013.0,
1307,219,8,,,,,,,,,,,,,,,1013.0,
1308,219,8,,,,,,,,,,,,,,,1016.0,
1309,219,8,,,,,,,,,,,,,,,1016.0,
1310,220,8,,,,,,,,,,,,,,,1017.0,
1311,220,8,,,,,,,,,,,,,,,1017.0,
1312,221,8,,,,,,,,,,,,,,,1018.0,
1313,221,8,,,,,,,,,,,,,,,1018.0,
1314,221,8,,,,,,,,,,,,,,,1019.0,
1315,221,8,,,,,,,,,,,,,,,1020.0,
1316,222,8,,,,,,,,,,,,,,,1020.0,
1317,222,8,,,,,,,,,,,,,,,1020.0,
1318,222,8,,,,,,,,,,,,,,,1020.0,
1319,222,8,,,,,,,,,,,,,,,1020.0,
1320,224,8,,,,,,,,,,,,,,,1020.0,
1321,224,8,,,,,,,,,,,,,,,1020.0,
1322,224,8,,,,,,,,,,,,,,,1020.0,
1323,224,8,,,,,,,,,,,,,,,1021.0,
1324,225,8,,,,,,,,,,,,,,,1022.0,
1325,225,8,,,,,,,,,,,,,,,1022.0,
1326,225,8,,,,,,,,,,,,,,,1022.0,
1327,225,8,,,,,,,,,,,,,,,1022.0,
1328,225,8,,,,,,,,,,,,,,,1022.0,
1329,225,8,,,,,,,,,,,,,,,1022.0,
1330,225,8,,,,,,,,,,,,,,,1022.0,
1331,224,8,,,,,,,,,,,,,,,1022.0,
1332,225,8,,,,,,,,,,,,,,,1023.0,
1333,225,8,,,,,,,,,,,,,,,1023.0,
1334,225,8,,,,,,,,,,,,,,,1023.0,
1335,225,8,,,,,,,,,,,,,,,1023.0,
1336,225,8,,,,,,,,,,,,,,,1023.0,
1337,225,8,,,,,,,,,,,,,,,1023.0,
1338,225,8,,,,,,,,,,,,,,,1029.0,
1339,225,8,,,,,,,,,,,,,,,1029.0,
1340,225,8,,,,,,,,,,,,,,,1029.0,
1341,225,8,,,,,,,,,,,,,,,1029.0,
1342,225,8,,,,,,,,,,,,,,,1029.0,
1343,225,8,,,,,,,,,,,,,,,1029.0,
1344,225,8,,,,,,,,,,,,,,,1031.0,
1345,225,8,,,,,,,,,,,,,,,1031.0,
1346,225,8,,,,,,,,,,,,,,,1031.0,
1347,225,8,,,,,,,,,,,,,,,1031.0,
1348,225,8,,,,,,,,,,,,,,,1031.0,
1349,225,8,,,,,,,,,,,,,,,1030.0,
1350,229,8,,,,,,,,,,,,,,,1032.0,
1351,229,8,,,,,,,,,,,,,,,1032.0,
1352,229,8,,,,,,,,,,,,,,,1032.0,
1353,229,8,,,,,,,,,,,,,,,1032.0,
1354,229,8,,,,,,,,,,,,,,,1032.0,
1355,229,8,,,,,,,,,,,,,,,1032.0,
1356,229,8,,,,,,,,,,,,,,,1034.0,
1357,229,8,,,,,,,,,,,,,,,1034.0,
1358,229,8,,,,,,,,,,,,,,,1034.0,
1359,230,8,,,,,,,,,,,,,,,1034.0,
1360,231,8,,,,,,,,,,,,,,,1036.0,
1361,231,8,,,,,,,,,,,,,,,1036.0,
1362,231,8,,,,,,,,,,,,,,,1038.0,
1363,231,8,,,,,,,,,,,,,,,1038.0,
1364,231,8,,,,,,,,,,,,,,,1038.0,
1365,232,8,,,,,,,,,,,,,,,1038.0,
1366,232,8,,,,,,,,,,,,,,,1038.0,
1367,232,8,,,,,,,,,,,,,,,1037.0,
1368,231,8,,,,,,,,,,,,,,,1040.0,
1369,230,8,,,,,,,,,,,,,,,1040.0,
1370,230,8,,,,,,,,,,,,,,,1040.0,
1371,230,8,,,,,,,,,,,,,,,1040.0,
1372,230,8,,,,,,,,,,,,,,,1041.0,
1373,230,8,,,,,,,,,,,,,,,1041.0,
1374,230,8,,,,,,,,,,,,,,,1043.0,
1375,230,8,,,,,,,,,,,,,,,1043.0,
1376,230,8,,,,,,,,,,,,,,,1043.0,
1377,230,8,,,,,,,,,,,,,,,1043.0,
1378,230,8,,,,,,,,,,,,,,,1043.0,
1379,230,8,,,,,,,,,,,,,,,1043.0,
1380,230,8,,,,,,,,,,,,,,,1045.0,
1381,230,8,,,,,,,,,,,,,,,1045.0,
1382,230,8,,,,,,,,,,,,,,,1044.0,
1383,230,8,,,,,,,,,,,,,,,1044.0,
1384,230,8,,,,,,,,,,,,,,,1045.0,
1385,230,8,,,,,,,,,,,,,,,1045.0,
1386,228,8,,,,,,,,,,,,,,,1048.0,
1387,228,8,,,,,,,,,,,,,,,1048.0,
1388,228,8,,,,,,,,,,,,,,,1048.0,
1389,228,8,,,,,,,,,,,,,,,1048.0,
1390,229,8,,,,,,,,,,,,,,,1048.0,
1391,229,8,,,,,,,,,,,,,,,1048.0,
1392,228,8,,,,,,,,,,,,,,,1053.0,
1393,228,8,,,,,,,,,,,,,,,1053.0,
1394,228,8,,,,,,,,,,,,,,,1053.0,
1395,228,8,,,,,,,,,,,,,,,1053.0,
1396,229,8,,,,,,,,,,,,,,,1053.0,
1397,229,8,,,,,,,,,,,,,,,1053.0,
1398,229,8,,,,,,,,,,,,,,,1054.0,
1399,229,8,,,,,,,,,,,,,,,1054.0,
1400,223,8,,,,,,,,,,,,,,,1062.0,
1401,223,8,,,,,,,,,,,,,,,1062.0,
1402,225,8,,,,,,,,,,,,,,,1059.0,
1403,225,8,,,,,,,,,,,,,,,1059.0,
1404,226,8,,,,,,,,,,,,,,,1059.0,
1405,226,8,,,,,,,,,,,,,,,1059.0,
1406,226,8,,,,,,,,,,,,,,,1059.0,
1407,226,8,,,,,,,,,,,,,,,1059.0,
1408,227,8,,,,,,,,,,,,,,,1059.0,
1409,227,8,,,,,,,,,,,,,,,1059.0,
1410,227,8,,,,,,,,,,,,,,,1060.0,
1411,227,8,,,,,,,,,,,,,,,1060.0,
1412,227,8,,,,,,,,,,,,,,,1060.0,
1413,227,8,,,,,,,,,,,,,,,1060.0,
1414,228,8,,,,,,,,,,,,,,,1060.0,
1415,228,8,,,,,,,,,,,,,,,1060.0,
1416,226,8,,,,,,,,,,,,,,,1064.0,
1417,226,8,,,,,,,,,,,,,,,1064.0,
1418,226,8,,,,,,,,,,,,,,,1064.0,
1419,226,8,,,,,,,,,,,,,,,1064.0,
1420,226,8,,,,,,,,,,,,,,,1066.0,
1421,226,8,,,,,,,,,,,,,,,1066.0,
1422,226,8,,,,,,,,,,,,,,,1067.0,
1423,226,8,,,,,,,,,,,,,,,1067.0,
1424,226,8,,,,,,,,,,,,,,,1067.0,
1425,226,8,,,,,,,,,,,,,,,1067.0,
1426,226,8,,,,,,,,,,,,,,,1067.0,
1427,226,8,,,,,,,,,,,,,,,1067.0,
1428,226,8,,,,,,,,,,,,,,,1067.0,
1429,226,8,,,,,,,,,,,,,,,1066.0,
1430,228,8,,,,,,,,,,,,,,,1066.0,
1431,228,8,,,,,,,,,,,,,,,1066.0,
1432,228,8,,,,,,,,,,,,,,,1066.0,
1433,228,8,,,,,,,,,,,,,,,1066.0,
1434,227,8,,,,,,,,,,,,,,,1069.0,
1435,227,8,,,,,,,,,,,,,,,1069.0,
1436,227,8,,,,,,,,,,,,,,,1069.0,
1437,227,8,,,,,,,,,,,,,,,1069.0,
1438,227,8,,,,,,,,,,,,,,,1069.0,
1439,227,8,,,,,,,,,,,,,,,1069.0,
1440,229,8,,,,,,,,,,,,,,,1069.0,
1441,229,8,,,,,,,,,,,,,,,1069.0,
1442,229,8,,,,,,,,,,,,,,,1069.0,
1443,229,8,,,,,,,,,,,,,,,1069.0,
1444,229,8,,,,,,,,,,,,,,,1069.0,
1445,230,8,,,,,,,,,,,,,,,1069.0,
1446,230,8,,,,,,,,,,,,,,,1069.0,
1447,230,8,,,,,,,,,,,,,,,1069.0,
1448,230,8,,,,,,,,,,,,,,,1069.0,
1449,230,8,,,,,,,,,,,,,,,1068.0,
1450,230,8,,,,,,,,,,,,,,,1068.0,
1451,230,8,,,,,,,,,,,,,,,1068.0,
1452,231,8,,,,,,,,,,,,,,,1068.0,
1453,231,8,,,,,,,,,,,,,,,1068.0,
1454,231,8,,,,,,,,,,,,,,,1068.0,
1455,231,8,,,,,,,,,,,,,,,1068.0,
1456,232,8,,,,,,,,,,,,,,,1069.0,
1457,232,8,,,,,,,,,,,,,,,1069.0,
1458,232,8,,,,,,,,,,,,,,,1069.0,
1459,232,8,,,,,,,,,,,,,,,1069.0,
1460,233,8,,,,,,,,,,,,,,,1069.0,
1461,233,8,,,,,,,,,,,,,,,1069.0,
1462,233,8,,,,,,,,,,,,,,,1069.0,
1463,233,8,,,,,,,,,,,,,,,1069.0,
1464,233,8,,,,,,,,,,,,,,,1069.0,
1465,233,8,,,,,,,,,,,,,,,1069.0,
1466,233,8,,,,,,,,,,,,,,,1069.0,
1467,233,8,,,,,,,,,,,,,,,1069.0,
1468,233,8,,,,,,,,,,,,,,,1069.0,
1469,233,8,,,,,,,,,,,,,,,1069.0,
1470,231,11,,,,,,,,,,,,,,,1069.0,
1471,231,11,,,,,,,,,,,,,,,1069.0,
1472,232,11,,,,,,,,,,,,,,,1069.0,
1473,232,11,,,,,,,,,,,,,,,1069.0,
1474,232,11,,,,,,,,,,,,,,,1069.0,
1475,232,11,,,,,,,,,,,,,,,1069.0,
1476,232,11,,,,,,,,,,,,,,,1069.0,
1477,232,11,,,,,,,,,,,,,,,1069.0,
1478,232,11,,,,,,,,,,,,,,,1069.0,
1479,232,11,,,,,,,,,,,,,,,1069.0,
1480,232,11,,,,,,,,,,,,,,,1074.0,
1481,232,11,,,,,,,,,,,,,,,1074.0,
1482,232,11,,,,,,,,,,,,,,,1074.0,
1483,232,11,,,,,,,,,,,,,,,1074.0,
1484,232,11,,,,,,,,,,,,,,,1074.0,
1485,233,11,,,,,,,,,,,,,,,1074.0,
1486,233,11,,,,,,,,,,,,,,,1074.0,
1487,233,11,,,,,,,,,,,,,,,1074.0,
1488,233,11,,,,,,,,,,,,,,,1074.0,
1489,233,11,,,,,,,,,,,,,,,1074.0,
1490,230,13,,,,,,,,,,,,,,,1077.0,
1491,230,13,,,,,,,,,,,,,,,1077.0,
1492,230,13,,,,,,,,,,,,,,,1077.0,
1493,230,13,,,,,,,,,,,,,,,1076.0,
1494,231,13,,,,,,,,,,,,,,,1076.0,
1495,231,13,,,,,,,,,,,,,,,1076.0,
1496,231,13,,,,,,,,,,,,,,,1076.0,
1497,231,13,,,,,,,,,,,,,,,1076.0,
1498,231,13,,,,,,,,,,,,,,,1076.0,
1499,231,13,,,,,,,,,,,,,,,1076.0,
1500,231,13,,,,,,,,,,,,,,,1082.0,
1501,231,13,,,,,,,,,,,,,,,1082.0,
1502,231,13,,,,,,,,,,,,,,,1082.0,
1503,231,13,,,,,,,,,,,,,,,1082.0,
1504,231,13,,,,,,,,,,,,,,,1082.0,
1505,231,13,,,,,,,,,,,,,,,1084.0,
1506,231,13,,,,,,,,,,,,,,,1084.0,
1507,231,13,,,,,,,,,,,,,,,1084.0,
1508,231,13,,,,,,,,,,,,,,,1084.0,
1509,231,13,,,,,,,,,,,,,,,1084.0,
1510,232,13,,,,,,,,,,,,,,,1085.0,
1511,232,13,,,,,,,,,,,,,,,1085.0,
1512,232,13,,,,,,,,,,,,,,,1085.0,
1513,232,13,,,,,,,,,,,,,,,1085.0,
1514,232,13,,,,,,,,,,,,,,,1085.0,
1515,232,13,,,,,,,,,,,,,,,1085.0,
1516,232,13,,,,,,,,,,,,,,,1085.0,
1517,232,13,,,,,,,,,,,,,,,1085.0,
1518,236,13,,,,,,,,,,,,,,,1080.0,
1519,236,13,,,,,,,,,,,,,,,1080.0,
1520,238,13,,,,,,,,,,,,,,,1081.0,
1521,238,13,,,,,,,,,,,,,,,1081.0,
1522,238,13,,,,,,,,,,,,,,,1081.0,
1523,238,13,,,,,,,,,,,,,,,1081.0,
1524,238,13,,,,,,,,,,,,,,,1081.0,
1525,238,13,,,,,,,,,,,,,,,1081.0,
1526,238,13,,,,,,,,,,,,,,,1081.0,
1527,238,13,,,,,,,,,,,,,,,1080.0,
1528,238,13,,,,,,,,,,,,,,,1081.0,
1529,238,13,,,,,,,,,,,,,,,1081.0,
1530,238,13,,,,,,,,,,,,,,,1083.0,
1531,238,13,,,,,,,,,,,,,,,1083.0,
1532,238,13,,,,,,,,,,,,,,,1083.0,
1533,238,13,,,,,,,,,,,,,,,1084.0,
1534,238,13,,,,,,,,,,,,,,,1084.0,
1535,238,13,,,,,,,,,,,,,,,1084.0,
1536,238,13,,,,,,,,,,,,,,,1084.0,
1537,238,13,,,,,,,,,,,,,,,1084.0,
1538,238,13,,,,,,,,,,,,,,,1084.0,
1539,238,13,,,,,,,,,,,,,,,1085.0,
1540,239,13,,,,,,,,,,,,,,,1086.0,
1541,239,13,,,,,,,,,,,,,,,1086.0,
1542,239,13,,,,,,,,,,,,,,,1087.0,
1543,239,13,,,,,,,,,,,,,,,1087.0,
1544,240,13,,,,,,,,,,,,,,,1087.0,
1545,241,13,,,,,,,,,,,,,,,1085.0,
1546,241,13,,,,,,,,,,,,,,,1085.0,
1547,241,13,,,,,,,,,,,,,,,1085.0,
1548,242,13,,,,,,,,,,,,,,,1085.0,
1549,242,13,,,,,,,,,,,,,,,1085.0,
1550,242,13,,,,,,,,,,,,,,,1086.0,
1551,242,13,,,,,,,,,,,,,,,1086.0,
1552,242,13,,,,,,,,,,,,,,,1086.0,
1553,242,13,,,,,,,,,,,,,,,1086.0,
1554,242,13,,,,,,,,,,,,,,,1086.0,
1555,242,13,,,,,,,,,,,,,,,1086.0,
1556,242,13,,,,,,,,,,,,,,,1086.0,
1557,242,13,,,,,,,,,,,,,,,1086.0,
1558,242,13,,,,,,,,,,,,,,,1086.0,
1559,242,13,,,,,,,,,,,,,,,1086.0,
1560,242,13,,,,,,,,,,,,,,,1088.0,
1561,242,13,,,,,,,,,,,,,,,1088.0,
1562,242,13,,,,,,,,,,,,,,,1088.0,
1563,242,13,,,,,,,,,,,,,,,1088.0,
1564,242,13,,,,,,,,,,,,,,,1088.0,
1565,242,13,,,,,,,,,,,,,,,1088.0,
1566,242,13,,,,,,,,,,,,,,,1089.0,
1567,242,13,,,,,,,,,,,,,,,1088.0,
1568,242,13,,,,,,,,,,,,,,,1088.0,
1569,242,13,,,,,,,,,,,,,,,1088.0,
1570,242,13,,,,,,,,,,,,,,,1091.0,
1571,242,13,,,,,,,,,,,,,,,1091.0,
1572,242,13,,,,,,,,,,,,,,,1091.0,
1573,242,13,,,,,,,,,,,,,,,1091.0,
1574,242,13,,,,,,,,,,,,,,,1091.0,
1575,243,13,,,,,,,,,,,,,,,1091.0,
1576,243,13,,,,,,,,,,,,,,,1091.0,
1577,243,13,,,,,,,,,,,,,,,1091.0,
1578,243,13,,,,,,,,,,,,,,,1091.0,
1579,243,13,,,,,,,,,,,,,,,1091.0,
1580,243,13,,,,,,,,,,,,,,,1094.0,
1581,243,13,,,,,,,,,,,,,,,1094.0,
1582,243,13,,,,,,,,,,,,,,,1094.0,
1583,243,13,,,,,,,,,,,,,,,1094.0,
1584,243,13,,,,,,,,,,,,,,,1094.0,
1585,241,13,,,,,,,,,,,,,,,1097.0,
1586,241,13,,,,,,,,,,,,,,,1097.0,
1587,241,13,,,,,,,,,,,,,,,1097.0,
1588,241,13,,,,,,,,,,,,,,,1097.0,
1589,241,13,,,,,,,,,,,,,,,1097.0,
1590,241,13,,,,,,,,,,,,,,,1097.0,
1591,241,13,,,,,,,,,,,,,,,1097.0,
1592,241,13,,,,,,,,,,,,,,,1097.0,
1593,241,13,,,,,,,,,,,,,,,1097.0,
1594,241,13,,,,,,,,,,,,,,,1097.0,
1595,242,13,,,,,,,,,,,,,,,1097.0,
1596,243,13,,,,,,,,,,,,,,,1099.0,
1597,243,13,,,,,,,,,,,,,,,1099.0,
1598,243,13,,,,,,,,,,,,,,,1099.0,
1599,244,13,,,,,,,,,,,,,,,1097.0,
1600,244,13,,,,,,,,,,,,,,,1097.0,
1601,244,13,,,,,,,,,,,,,,,1097.0,
1602,243,13,,,,,,,,,,,,,,,1099.0,
1603,244,13,,,,,,,,,,,,,,,1099.0,
1604,244,13,,,,,,,,,,,,,,,1099.0,
1605,244,13,,,,,,,,,,,,,,,1099.0,
1606,244,13,,,,,,,,,,,,,,,1099.0,
1607,244,13,,,,,,,,,,,,,,,1099.0,
1608,244,13,,,,,,,,,,,,,,,1100.0,
1609,244,13,,,,,,,,,,,,,,,1100.0,
1610,242,13,,,,,,,,,,,,,,,1104.0,
1611,242,13,,,,,,,,,,,,,,,1104.0,
1612,242,13,,,,,,,,,,,,,,,1104.0,
1613,242,13,,,,,,,,,,,,,,,1104.0,
1614,242,13,,,,,,,,,,,,,,,1104.0,
1615,242,13,,,,,,,,,,,,,,,1104.0,
1616,242,13,,,,,,,,,,,,,,,1104.0,
1617,242,13,,,,,,,,,,,,,,,1104.0,
1618,242,13,,,,,,,,,,,,,,,1104.0,
1619,242,13,,,,,,,,,,,,,,,1104.0,
1620,243,13,,,,,,,,,,,,,,,1104.0,
1621,243,13,,,,,,,,,,,,,,,1104.0,
1622,243,13,,,,,,,,,,,,,,,1104.0,
1623,243,13,,,,,,,,,,,,,,,1104.0,
1624,239,13,,,,,,,,,,,,,,,1109.0,
1625,240,13,,,,,,,,,,,,,,,1109.0,
1626,240,13,,,,,,,,,,,,,,,1109.0,
1627,240,13,,,,,,,,,,,,,,,1109.0,
1628,240,13,,,,,,,,,,,,,,,1109.0,
1629,240,13,,,,,,,,,,,,,,,1109.0,
1630,242,13,,,,,,,,,,,,,,,1108.0,
1631,242,13,,,,,,,,,,,,,,,1108.0,
1632,242,13,,,,,,,,,,,,,,,1108.0,
1633,242,13,,,,,,,,,,,,,,,1108.0,
1634,242,13,,,,,,,,,,,,,,,1108.0,
1635,242,13,,,,,,,,,,,,,,,1108.0,
1636,242,13,,,,,,,,,,,,,,,1108.0,
1637,242,13,,,,,,,,,,,,,,,1108.0,
1638,242,13,,,,,,,,,,,,,,,1108.0,
1639,242,13,,,,,,,,,,,,,,,1108.0,
