day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
963,219,10,,,,,,,,,,,,,852.0,,,,,,,
964,219,10,,,,,,,,,,,,,852.0,,,,,,,
965,219,10,,,,,,,,,,,,,852.0,,,,,,,
966,217,8,,,,,,,,,,,,,859.0,,,,,,,
967,217,8,,,,,,,,,,,,,859.0,,,,,,,
968,218,8,,,,,,,,,,,,,860.0,,,,,,,
969,218,8,,,,,,,,,,,,,860.0,,,,,,,
970,218,8,,,,,,,,,,,,,860.0,,,,,,,
971,218,8,,,,,,,,,,,,,860.0,,,,,,,
972,219,8,,,,,,,,,,,,,860.0,,,,,,,
973,220,8,,,,,,,,,,,,,860.0,,,,,,,
974,220,8,,,,,,,,,,,,,860.0,,,,,,,
975,220,8,,,,,,,,,,,,,859.0,,,,,,,
976,219,8,,,,,,,,,,,,,861.0,,,,,,,
977,218,8,,,,,,,,,,,,,861.0,,,,,,,
978,218,8,,,,,,,,,,,,,863.0,,,,,,,
979,218,8,,,,,,,,,,,,,863.0,,,,,,,
980,219,8,,,,,,,,,,,,,863.0,,,,,,,
981,219,8,,,,,,,,,,,,,863.0,,,,,,,
982,219,8,,,,,,,,,,,,,863.0,,,,,,,
983,219,8,,,,,,,,,,,,,863.0,,,,,,,
984,219,8,,,,,,,,,,,,,865.0,,,,,,,
985,219,8,,,,,,,,,,,,,865.0,,,,,,,
986,219,8,,,,,,,,,,,,,865.0,,,,,,,
987,218,8,,,,,,,,,,,,,868.0,,,,,,,
988,218,8,,,,,,,,,,,,,868.0,,,,,,,
989,218,8,,,,,,,,,,,,,868.0,,,,,,,
990,219,8,,,,,,,,,,,,,869.0,,,,,,,
991,219,8,,,,,,,,,,,,,869.0,,,,,,,
992,216,8,,,,,,,,,,,,,874.0,,,,,,,
993,212,8,,,,,,,,,,,,,,881.0,,,,,,
994,212,8,,,,,,,,,,,,,,881.0,,,,,,
995,212,8,,,,,,,,,,,,,,881.0,,,,,,
996,212,8,,,,,,,,,,,,,,883.0,,,,,,
997,212,8,,,,,,,,,,,,,,883.0,,,,,,
998,213,8,,,,,,,,,,,,,,881.0,,,,,,
999,213,8,,,,,,,,,,,,,,882.0,,,,,,
1000,215,8,,,,,,,,,,,,,,883.0,,,,,,
1001,215,8,,,,,,,,,,,,,,883.0,,,,,,
1002,215,8,,,,,,,,,,,,,,885.0,,,,,,
1003,215,8,,,,,,,,,,,,,,885.0,,,,,,
1004,215,8,,,,,,,,,,,,,,885.0,,,,,,
1005,216,8,,,,,,,,,,,,,,885.0,,,,,,
1006,216,8,,,,,,,,,,,,,,885.0,,,,,,
1007,216,8,,,,,,,,,,,,,,885.0,,,,,,
1008,215,8,,,,,,,,,,,,,,888.0,,,,,,
1009,215,8,,,,,,,,,,,,,,887.0,,,,,,
1010,215,8,,,,,,,,,,,,,,887.0,,,,,,
1011,215,8,,,,,,,,,,,,,,887.0,,,,,,
1012,215,8,,,,,,,,,,,,,,887.0,,,,,,
1013,215,8,,,,,,,,,,,,,,887.0,,,,,,
1014,215,8,,,,,,,,,,,,,,887.0,,,,,,
1015,215,8,,,,,,,,,,,,,,887.0,,,,,,
1016,215,8,,,,,,,,,,,,,,887.0,,,,,,
1017,215,8,,,,,,,,,,,,,,887.0,,,,,,
1018,215,8,,,,,,,,,,,,,,887.0,,,,,,
1019,215,8,,,,,,,,,,,,,,886.0,,,,,,
1020,215,8,,,,,,,,,,,,,,890.0,,,,,,
1021,215,8,,,,,,,,,,,,,,890.0,,,,,,
1022,215,8,,,,,,,,,,,,,,890.0,,,,,,
1023,215,8,,,,,,,,,,,,,,890.0,,,,,,
1024,214,8,,,,,,,,,,,,,,892.0,,,,,,
1025,214,8,,,,,,,,,,,,,,892.0,,,,,,
1026,214,8,,,,,,,,,,,,,,892.0,,,,,,
1027,214,8,,,,,,,,,,,,,,892.0,,,,,,
1028,214,8,,,,,,,,,,,,,,892.0,,,,,,
1029,214,8,,,,,,,,,,,,,,893.0,,,,,,
1030,214,8,,,,,,,,,,,,,,894.0,,,,,,
1031,214,8,,,,,,,,,,,,,,894.0,,,,,,
1032,215,8,,,,,,,,,,,,,,894.0,,,,,,
1033,215,8,,,,,,,,,,,,,,894.0,,,,,,
1034,215,8,,,,,,,,,,,,,,894.0,,,,,,
1035,215,8,,,,,,,,,,,,,,894.0,,,,,,
1036,215,8,,,,,,,,,,,,,,895.0,,,,,,
1037,215,8,,,,,,,,,,,,,,895.0,,,,,,
1038,215,8,,,,,,,,,,,,,,896.0,,,,,,
1039,215,8,,,,,,,,,,,,,,895.0,,,,,,
1040,215,8,,,,,,,,,,,,,,896.0,,,,,,
1041,215,8,,,,,,,,,,,,,,897.0,,,,,,
1042,215,8,,,,,,,,,,,,,,897.0,,,,,,
1043,215,8,,,,,,,,,,,,,,897.0,,,,,,
1044,215,8,,,,,,,,,,,,,,897.0,,,,,,
1045,215,8,,,,,,,,,,,,,,897.0,,,,,,
1046,215,8,,,,,,,,,,,,,,897.0,,,,,,
1047,215,8,,,,,,,,,,,,,,897.0,,,,,,
1048,215,8,,,,,,,,,,,,,,900.0,,,,,,
1049,215,8,,,,,,,,,,,,,,899.0,,,,,,
1050,215,6,,,,,,,,,,,,,,904.0,,,,,,
1051,215,6,,,,,,,,,,,,,,904.0,,,,,,
1052,215,6,,,,,,,,,,,,,,904.0,,,,,,
1053,215,6,,,,,,,,,,,,,,904.0,,,,,,
1054,215,6,,,,,,,,,,,,,,904.0,,,,,,
1055,215,6,,,,,,,,,,,,,,904.0,,,,,,
1056,212,6,,,,,,,,,,,,,,913.0,,,,,,
1057,213,6,,,,,,,,,,,,,,913.0,,,,,,
1058,213,6,,,,,,,,,,,,,,913.0,,,,,,
1059,213,6,,,,,,,,,,,,,,913.0,,,,,,
1060,215,6,,,,,,,,,,,,,,913.0,,,,,,
1061,215,6,,,,,,,,,,,,,,913.0,,,,,,
1062,215,6,,,,,,,,,,,,,,915.0,,,,,,
1063,215,6,,,,,,,,,,,,,,915.0,,,,,,
1064,215,6,,,,,,,,,,,,,,915.0,,,,,,
1065,212,6,,,,,,,,,,,,,,925.0,,,,,,
1066,212,6,,,,,,,,,,,,,,925.0,,,,,,
1067,212,6,,,,,,,,,,,,,,925.0,,,,,,
1068,212,6,,,,,,,,,,,,,,925.0,,,,,,
1069,212,6,,,,,,,,,,,,,,924.0,,,,,,
1070,212,6,,,,,,,,,,,,,,924.0,,,,,,
1071,212,6,,,,,,,,,,,,,,923.0,,,,,,
1072,213,6,,,,,,,,,,,,,,923.0,,,,,,
1073,213,6,,,,,,,,,,,,,,923.0,,,,,,
1074,213,6,,,,,,,,,,,,,,923.0,,,,,,
1075,213,6,,,,,,,,,,,,,,923.0,,,,,,
1076,214,6,,,,,,,,,,,,,,923.0,,,,,,
1077,214,6,,,,,,,,,,,,,,923.0,,,,,,
1078,214,6,,,,,,,,,,,,,,923.0,,,,,,
1079,214,6,,,,,,,,,,,,,,923.0,,,,,,
1080,214,6,,,,,,,,,,,,,,926.0,,,,,,
1081,214,6,,,,,,,,,,,,,,926.0,,,,,,
1082,214,6,,,,,,,,,,,,,,926.0,,,,,,
1083,214,6,,,,,,,,,,,,,,926.0,,,,,,
1084,214,6,,,,,,,,,,,,,,926.0,,,,,,
1085,214,6,,,,,,,,,,,,,,928.0,,,,,,
1086,212,6,,,,,,,,,,,,,,931.0,,,,,,
1087,212,6,,,,,,,,,,,,,,931.0,,,,,,
1088,212,6,,,,,,,,,,,,,,930.0,,,,,,
1089,212,6,,,,,,,,,,,,,,930.0,,,,,,
1090,214,6,,,,,,,,,,,,,,931.0,,,,,,
1091,214,6,,,,,,,,,,,,,,931.0,,,,,,
1092,214,6,,,,,,,,,,,,,,931.0,,,,,,
1093,214,6,,,,,,,,,,,,,,931.0,,,,,,
1094,214,6,,,,,,,,,,,,,,931.0,,,,,,
1095,214,6,,,,,,,,,,,,,,932.0,,,,,,
1096,214,6,,,,,,,,,,,,,,932.0,,,,,,
1097,214,6,,,,,,,,,,,,,,932.0,,,,,,
1098,213,6,,,,,,,,,,,,,,936.0,,,,,,
1099,213,6,,,,,,,,,,,,,,936.0,,,,,,
1100,214,6,,,,,,,,,,,,,,936.0,,,,,,
1101,214,6,,,,,,,,,,,,,,936.0,,,,,,
1102,215,6,,,,,,,,,,,,,,934.0,,,,,,
1103,215,6,,,,,,,,,,,,,,934.0,,,,,,
1104,216,6,,,,,,,,,,,,,,934.0,,,,,,
1105,216,6,,,,,,,,,,,,,,934.0,,,,,,
1106,216,6,,,,,,,,,,,,,,934.0,,,,,,
1107,216,6,,,,,,,,,,,,,,934.0,,,,,,
1108,216,6,,,,,,,,,,,,,,934.0,,,,,,
1109,216,6,,,,,,,,,,,,,,934.0,,,,,,
1110,216,6,,,,,,,,,,,,,,934.0,,,,,,
1111,216,6,,,,,,,,,,,,,,934.0,,,,,,
1112,216,6,,,,,,,,,,,,,,934.0,,,,,,
1113,217,6,,,,,,,,,,,,,,934.0,,,,,,
1114,217,6,,,,,,,,,,,,,,934.0,,,,,,
1115,217,6,,,,,,,,,,,,,,934.0,,,,,,
1116,218,6,,,,,,,,,,,,,,935.0,,,,,,
1117,218,6,,,,,,,,,,,,,,935.0,,,,,,
1118,218,6,,,,,,,,,,,,,,935.0,,,,,,
1119,218,6,,,,,,,,,,,,,,935.0,,,,,,
1120,218,6,,,,,,,,,,,,,,936.0,,,,,,
1121,218,6,,,,,,,,,,,,,,936.0,,,,,,
1122,218,6,,,,,,,,,,,,,,936.0,,,,,,
1123,218,6,,,,,,,,,,,,,,936.0,,,,,,
1124,218,6,,,,,,,,,,,,,,936.0,,,,,,
1125,214,6,,,,,,,,,,,,,,940.0,,,,,,
1126,214,6,,,,,,,,,,,,,,940.0,,,,,,
1127,214,6,,,,,,,,,,,,,,941.0,,,,,,
1128,214,6,,,,,,,,,,,,,,942.0,,,,,,
1129,214,6,,,,,,,,,,,,,,942.0,,,,,,
1130,215,6,,,,,,,,,,,,,,944.0,,,,,,
1131,215,6,,,,,,,,,,,,,,944.0,,,,,,
1132,215,6,,,,,,,,,,,,,,944.0,,,,,,
1133,215,6,,,,,,,,,,,,,,944.0,,,,,,
1134,215,6,,,,,,,,,,,,,,945.0,,,,,,
1135,215,6,,,,,,,,,,,,,,945.0,,,,,,
1136,215,6,,,,,,,,,,,,,,946.0,,,,,,
1137,215,6,,,,,,,,,,,,,,946.0,,,,,,
1138,215,6,,,,,,,,,,,,,,946.0,,,,,,
1139,215,6,,,,,,,,,,,,,,946.0,,,,,,
1140,215,6,,,,,,,,,,,,,,950.0,,,,,,
1141,215,6,,,,,,,,,,,,,,950.0,,,,,,
1142,215,6,,,,,,,,,,,,,,949.0,,,,,,
1143,215,6,,,,,,,,,,,,,,949.0,,,,,,
1144,215,6,,,,,,,,,,,,,,949.0,,,,,,
1145,215,6,,,,,,,,,,,,,,949.0,,,,,,
1146,213,6,,,,,,,,,,,,,,952.0,,,,,,
1147,213,6,,,,,,,,,,,,,,952.0,,,,,,
1148,213,6,,,,,,,,,,,,,,952.0,,,,,,
1149,213,6,,,,,,,,,,,,,,952.0,,,,,,
1150,213,6,,,,,,,,,,,,,,953.0,,,,,,
1151,213,6,,,,,,,,,,,,,,953.0,,,,,,
1152,213,6,,,,,,,,,,,,,,957.0,,,,,,
1153,213,6,,,,,,,,,,,,,,957.0,,,,,,
1154,213,6,,,,,,,,,,,,,,956.0,,,,,,
1155,213,6,,,,,,,,,,,,,,956.0,,,,,,
1156,213,6,,,,,,,,,,,,,,956.0,,,,,,
1157,213,6,,,,,,,,,,,,,,956.0,,,,,,
1158,213,6,,,,,,,,,,,,,,956.0,,,,,,
1159,213,6,,,,,,,,,,,,,,956.0,,,,,,
1160,213,6,,,,,,,,,,,,,,956.0,,,,,,
1161,213,6,,,,,,,,,,,,,,956.0,,,,,,
1162,213,6,,,,,,,,,,,,,,956.0,,,,,,
1163,213,6,,,,,,,,,,,,,,956.0,,,,,,
1164,213,6,,,,,,,,,,,,,,956.0,,,,,,
1165,213,6,,,,,,,,,,,,,,956.0,,,,,,
1166,213,6,,,,,,,,,,,,,,956.0,,,,,,
1167,214,6,,,,,,,,,,,,,,954.0,,,,,,
1168,214,6,,,,,,,,,,,,,,954.0,,,,,,
1169,214,6,,,,,,,,,,,,,,954.0,,,,,,
1170,215,6,,,,,,,,,,,,,,955.0,,,,,,
1171,215,6,,,,,,,,,,,,,,955.0,,,,,,
1172,215,6,,,,,,,,,,,,,,955.0,,,,,,
1173,215,6,,,,,,,,,,,,,,955.0,,,,,,
1174,215,6,,,,,,,,,,,,,,955.0,,,,,,
1175,215,6,,,,,,,,,,,,,,955.0,,,,,,
1176,217,6,,,,,,,,,,,,,,958.0,,,,,,
1177,217,6,,,,,,,,,,,,,,958.0,,,,,,
1178,217,6,,,,,,,,,,,,,,958.0,,,,,,
1179,217,6,,,,,,,,,,,,,,958.0,,,,,,
1180,216,6,,,,,,,,,,,,,,958.0,,,,,,
1181,216,6,,,,,,,,,,,,,,958.0,,,,,,
1182,216,6,,,,,,,,,,,,,,958.0,,,,,,
1183,216,6,,,,,,,,,,,,,,959.0,,,,,,
1184,216,6,,,,,,,,,,,,,,959.0,,,,,,
1185,216,6,,,,,,,,,,,,,,959.0,,,,,,
1186,216,6,,,,,,,,,,,,,,959.0,,,,,,
1187,216,6,,,,,,,,,,,,,,959.0,,,,,,
1188,216,6,,,,,,,,,,,,,,962.0,,,,,,
1189,216,6,,,,,,,,,,,,,,962.0,,,,,,
1190,218,6,,,,,,,,,,,,,,963.0,,,,,,
1191,218,6,,,,,,,,,,,,,,963.0,,,,,,
1192,219,6,,,,,,,,,,,,,,963.0,,,,,,
1193,219,6,,,,,,,,,,,,,,963.0,,,,,,
1194,219,6,,,,,,,,,,,,,,963.0,,,,,,
1195,216,6,,,,,,,,,,,,,,966.0,,,,,,
1196,216,6,,,,,,,,,,,,,,966.0,,,,,,
1197,216,6,,,,,,,,,,,,,,966.0,,,,,,
1198,216,6,,,,,,,,,,,,,,966.0,,,,,,
1199,216,6,,,,,,,,,,,,,,966.0,,,,,,
1200,216,6,,,,,,,,,,,,,,967.0,,,,,,
1201,216,6,,,,,,,,,,,,,,967.0,,,,,,
1202,216,6,,,,,,,,,,,,,,967.0,,,,,,
1203,216,6,,,,,,,,,,,,,,967.0,,,,,,
1204,216,6,,,,,,,,,,,,,,967.0,,,,,,
1205,216,6,,,,,,,,,,,,,,967.0,,,,,,
1206,216,6,,,,,,,,,,,,,,967.0,,,,,,
1207,216,6,,,,,,,,,,,,,,967.0,,,,,,
1208,216,6,,,,,,,,,,,,,,968.0,,,,,,
1209,216,6,,,,,,,,,,,,,,968.0,,,,,,
1210,216,6,,,,,,,,,,,,,,968.0,,,,,,
1211,216,6,,,,,,,,,,,,,,968.0,,,,,,
1212,215,6,,,,,,,,,,,,,,971.0,,,,,,
1213,215,6,,,,,,,,,,,,,,970.0,,,,,,
1214,215,6,,,,,,,,,,,,,,970.0,,,,,,
1215,215,6,,,,,,,,,,,,,,970.0,,,,,,
1216,215,6,,,,,,,,,,,,,,971.0,,,,,,
1217,215,6,,,,,,,,,,,,,,971.0,,,,,,
1218,216,6,,,,,,,,,,,,,,973.0,,,,,,
1219,216,6,,,,,,,,,,,,,,973.0,,,,,,
1220,216,6,,,,,,,,,,,,,,973.0,,,,,,
1221,216,6,,,,,,,,,,,,,,973.0,,,,,,
1222,216,6,,,,,,,,,,,,,,973.0,,,,,,
1223,216,6,,,,,,,,,,,,,,973.0,,,,,,
1224,216,6,,,,,,,,,,,,,,974.0,,,,,,
1225,216,6,,,,,,,,,,,,,,974.0,,,,,,
1226,216,6,,,,,,,,,,,,,,974.0,,,,,,
1227,216,6,,,,,,,,,,,,,,974.0,,,,,,
1228,216,6,,,,,,,,,,,,,,974.0,,,,,,
1229,216,6,,,,,,,,,,,,,,974.0,,,,,,
1230,217,6,,,,,,,,,,,,,,975.0,,,,,,
1231,217,6,,,,,,,,,,,,,,975.0,,,,,,
1232,217,6,,,,,,,,,,,,,,975.0,,,,,,
1233,217,6,,,,,,,,,,,,,,975.0,,,,,,
1234,217,6,,,,,,,,,,,,,,975.0,,,,,,
1235,217,6,,,,,,,,,,,,,,975.0,,,,,,
1236,213,6,,,,,,,,,,,,,,980.0,,,,,,
1237,213,6,,,,,,,,,,,,,,980.0,,,,,,
1238,213,6,,,,,,,,,,,,,,980.0,,,,,,
1239,213,6,,,,,,,,,,,,,,980.0,,,,,,
1240,213,6,,,,,,,,,,,,,,982.0,,,,,,
1241,213,6,,,,,,,,,,,,,,982.0,,,,,,
1242,214,6,,,,,,,,,,,,,,983.0,,,,,,
1243,214,6,,,,,,,,,,,,,,983.0,,,,,,
1244,214,6,,,,,,,,,,,,,,983.0,,,,,,
1245,214,6,,,,,,,,,,,,,,983.0,,,,,,
1246,214,6,,,,,,,,,,,,,,983.0,,,,,,
1247,214,6,,,,,,,,,,,,,,983.0,,,,,,
1248,216,6,,,,,,,,,,,,,,984.0,,,,,,
1249,216,6,,,,,,,,,,,,,,984.0,,,,,,
1250,215,6,,,,,,,,,,,,,,986.0,,,,,,
1251,216,6,,,,,,,,,,,,,,986.0,,,,,,
1252,216,6,,,,,,,,,,,,,,986.0,,,,,,
1253,216,6,,,,,,,,,,,,,,987.0,,,,,,
1254,216,6,,,,,,,,,,,,,,989.0,,,,,,
1255,217,6,,,,,,,,,,,,,,990.0,,,,,,
1256,218,6,,,,,,,,,,,,,,988.0,,,,,,
1257,218,6,,,,,,,,,,,,,,988.0,,,,,,
1258,218,6,,,,,,,,,,,,,,988.0,,,,,,
1259,218,6,,,,,,,,,,,,,,988.0,,,,,,
1260,218,6,,,,,,,,,,,,,,992.0,,,,,,
1261,218,6,,,,,,,,,,,,,,992.0,,,,,,
1262,218,8,,,,,,,,,,,,,,989.0,,,,,,
1263,218,8,,,,,,,,,,,,,,989.0,,,,,,
1264,217,8,,,,,,,,,,,,,,991.0,,,,,,
1265,217,8,,,,,,,,,,,,,,991.0,,,,,,
1266,217,8,,,,,,,,,,,,,,991.0,,,,,,
1267,217,8,,,,,,,,,,,,,,991.0,,,,,,
1268,217,8,,,,,,,,,,,,,,991.0,,,,,,
1269,217,8,,,,,,,,,,,,,,990.0,,,,,,
1270,218,8,,,,,,,,,,,,,,991.0,,,,,,
1271,217,8,,,,,,,,,,,,,,991.0,,,,,,
1272,216,8,,,,,,,,,,,,,,993.0,,,,,,
1273,216,8,,,,,,,,,,,,,,993.0,,,,,,
1274,216,8,,,,,,,,,,,,,,993.0,,,,,,
1275,216,8,,,,,,,,,,,,,,993.0,,,,,,
1276,216,8,,,,,,,,,,,,,,993.0,,,,,,
1277,216,8,,,,,,,,,,,,,,993.0,,,,,,
1278,216,8,,,,,,,,,,,,,,994.0,,,,,,
1279,216,8,,,,,,,,,,,,,,993.0,,,,,,
1280,217,8,,,,,,,,,,,,,,994.0,,,,,,
1281,217,8,,,,,,,,,,,,,,996.0,,,,,,
1282,217,8,,,,,,,,,,,,,,996.0,,,,,,
1283,217,8,,,,,,,,,,,,,,996.0,,,,,,
1284,217,8,,,,,,,,,,,,,,996.0,,,,,,
1285,217,8,,,,,,,,,,,,,,996.0,,,,,,
1286,217,8,,,,,,,,,,,,,,996.0,,,,,,
1287,217,8,,,,,,,,,,,,,,1001.0,,,,,,
1288,217,8,,,,,,,,,,,,,,1001.0,,,,,,
1289,217,8,,,,,,,,,,,,,,1001.0,,,,,,
1290,217,8,,,,,,,,,,,,,,1003.0,,,,,,
1291,217,8,,,,,,,,,,,,,,1003.0,,,,,,
1292,217,8,,,,,,,,,,,,,,1003.0,,,,,,
1293,217,8,,,,,,,,,,,,,,1003.0,,,,,,
1294,217,8,,,,,,,,,,,,,,1003.0,,,,,,
1295,217,8,,,,,,,,,,,,,,1003.0,,,,,,
1296,213,8,,,,,,,,,,,,,,1010.0,,,,,,
1297,213,8,,,,,,,,,,,,,,1010.0,,,,,,
1298,213,8,,,,,,,,,,,,,,1010.0,,,,,,
1299,213,8,,,,,,,,,,,,,,1010.0,,,,,,
1300,214,8,,,,,,,,,,,,,,1012.0,,,,,,
1301,214,8,,,,,,,,,,,,,,1012.0,,,,,,
1302,213,8,,,,,,,,,,,,,,1021.0,,,,,,
1303,213,8,,,,,,,,,,,,,,1021.0,,,,,,
1304,213,8,,,,,,,,,,,,,,1022.0,,,,,,
1305,213,8,,,,,,,,,,,,,,1022.0,,,,,,
1306,213,8,,,,,,,,,,,,,,1022.0,,,,,,
1307,213,8,,,,,,,,,,,,,,1022.0,,,,,,
1308,213,8,,,,,,,,,,,,,,1025.0,,,,,,
1309,213,8,,,,,,,,,,,,,,1025.0,,,,,,
1310,213,8,,,,,,,,,,,,,,1027.0,,,,,,
1311,213,8,,,,,,,,,,,,,,1027.0,,,,,,
1312,214,8,,,,,,,,,,,,,,1028.0,,,,,,
1313,214,8,,,,,,,,,,,,,,1028.0,,,,,,
1314,214,8,,,,,,,,,,,,,,1029.0,,,,,,
1315,214,8,,,,,,,,,,,,,,1030.0,,,,,,
1316,215,8,,,,,,,,,,,,,,1031.0,,,,,,
1317,215,8,,,,,,,,,,,,,,1031.0,,,,,,
1318,215,8,,,,,,,,,,,,,,1031.0,,,,,,
1319,215,8,,,,,,,,,,,,,,1031.0,,,,,,
1320,217,8,,,,,,,,,,,,,,1031.0,,,,,,
1321,217,8,,,,,,,,,,,,,,1031.0,,,,,,
1322,217,8,,,,,,,,,,,,,,1031.0,,,,,,
1323,217,8,,,,,,,,,,,,,,1032.0,,,,,,
1324,218,8,,,,,,,,,,,,,,1033.0,,,,,,
1325,218,8,,,,,,,,,,,,,,1033.0,,,,,,
1326,217,8,,,,,,,,,,,,,,1033.0,,,,,,
1327,217,8,,,,,,,,,,,,,,1033.0,,,,,,
1328,217,8,,,,,,,,,,,,,,1033.0,,,,,,
1329,217,8,,,,,,,,,,,,,,1033.0,,,,,,
1330,217,8,,,,,,,,,,,,,,1033.0,,,,,,
1331,217,8,,,,,,,,,,,,,,1033.0,,,,,,
1332,218,8,,,,,,,,,,,,,,1034.0,,,,,,
1333,218,8,,,,,,,,,,,,,,1034.0,,,,,,
1334,218,8,,,,,,,,,,,,,,1034.0,,,,,,
1335,218,8,,,,,,,,,,,,,,1034.0,,,,,,
1336,218,8,,,,,,,,,,,,,,1034.0,,,,,,
1337,218,8,,,,,,,,,,,,,,1034.0,,,,,,
1338,213,8,,,,,,,,,,,,,,1045.0,,,,,,
1339,213,8,,,,,,,,,,,,,,1045.0,,,,,,
1340,213,8,,,,,,,,,,,,,,1045.0,,,,,,
1341,213,8,,,,,,,,,,,,,,1045.0,,,,,,
1342,213,8,,,,,,,,,,,,,,1045.0,,,,,,
1343,213,8,,,,,,,,,,,,,,1045.0,,,,,,
1344,213,8,,,,,,,,,,,,,,1047.0,,,,,,
1345,213,8,,,,,,,,,,,,,,1047.0,,,,,,
1346,213,8,,,,,,,,,,,,,,1047.0,,,,,,
1347,213,8,,,,,,,,,,,,,,1047.0,,,,,,
1348,213,8,,,,,,,,,,,,,,1047.0,,,,,,
1349,213,8,,,,,,,,,,,,,,1047.0,,,,,,
1350,217,8,,,,,,,,,,,,,,1049.0,,,,,,
1351,217,8,,,,,,,,,,,,,,1049.0,,,,,,
1352,217,8,,,,,,,,,,,,,,1049.0,,,,,,
1353,217,8,,,,,,,,,,,,,,1049.0,,,,,,
1354,217,8,,,,,,,,,,,,,,1049.0,,,,,,
1355,217,8,,,,,,,,,,,,,,1049.0,,,,,,
1356,217,8,,,,,,,,,,,,,,1051.0,,,,,,
1357,217,8,,,,,,,,,,,,,,1051.0,,,,,,
1358,217,8,,,,,,,,,,,,,,1051.0,,,,,,
1359,218,8,,,,,,,,,,,,,,1051.0,,,,,,
1360,218,8,,,,,,,,,,,,,,1054.0,,,,,,
1361,218,8,,,,,,,,,,,,,,1054.0,,,,,,
1362,218,8,,,,,,,,,,,,,,1056.0,,,,,,
1363,218,8,,,,,,,,,,,,,,1056.0,,,,,,
1364,218,8,,,,,,,,,,,,,,1056.0,,,,,,
1365,219,8,,,,,,,,,,,,,,1056.0,,,,,,
1366,219,8,,,,,,,,,,,,,,1056.0,,,,,,
1367,219,8,,,,,,,,,,,,,,1056.0,,,,,,
1368,220,8,,,,,,,,,,,,,,1057.0,,,,,,
1369,220,8,,,,,,,,,,,,,,1057.0,,,,,,
1370,220,8,,,,,,,,,,,,,,1056.0,,,,,,
1371,220,8,,,,,,,,,,,,,,1056.0,,,,,,
1372,219,8,,,,,,,,,,,,,,1057.0,,,,,,
1373,219,8,,,,,,,,,,,,,,1057.0,,,,,,
1374,219,8,,,,,,,,,,,,,,1059.0,,,,,,
1375,219,8,,,,,,,,,,,,,,1059.0,,,,,,
1376,219,8,,,,,,,,,,,,,,1059.0,,,,,,
1377,219,8,,,,,,,,,,,,,,1059.0,,,,,,
1378,219,8,,,,,,,,,,,,,,1059.0,,,,,,
1379,219,8,,,,,,,,,,,,,,1058.0,,,,,,
1380,219,8,,,,,,,,,,,,,,1060.0,,,,,,
1381,218,8,,,,,,,,,,,,,,1060.0,,,,,,
1382,218,8,,,,,,,,,,,,,,1060.0,,,,,,
1383,218,8,,,,,,,,,,,,,,1060.0,,,,,,
1384,218,8,,,,,,,,,,,,,,1061.0,,,,,,
1385,218,8,,,,,,,,,,,,,,1061.0,,,,,,
1386,218,8,,,,,,,,,,,,,,1062.0,,,,,,
1387,218,8,,,,,,,,,,,,,,1062.0,,,,,,
1388,218,8,,,,,,,,,,,,,,1062.0,,,,,,
1389,218,8,,,,,,,,,,,,,,1062.0,,,,,,
1390,219,8,,,,,,,,,,,,,,1062.0,,,,,,
1391,219,8,,,,,,,,,,,,,,1062.0,,,,,,
1392,219,8,,,,,,,,,,,,,,1066.0,,,,,,
1393,219,8,,,,,,,,,,,,,,1066.0,,,,,,
1394,219,8,,,,,,,,,,,,,,1066.0,,,,,,
1395,219,8,,,,,,,,,,,,,,1066.0,,,,,,
1396,220,8,,,,,,,,,,,,,,1066.0,,,,,,
1397,220,8,,,,,,,,,,,,,,1066.0,,,,,,
1398,220,8,,,,,,,,,,,,,,1067.0,,,,,,
1399,220,8,,,,,,,,,,,,,,1067.0,,,,,,
1400,216,8,,,,,,,,,,,,,,,1073.0,,,,,
1401,216,8,,,,,,,,,,,,,,,1073.0,,,,,
1402,216,8,,,,,,,,,,,,,,,1072.0,,,,,
1403,216,8,,,,,,,,,,,,,,,1072.0,,,,,
1404,217,8,,,,,,,,,,,,,,,1072.0,,,,,
1405,217,8,,,,,,,,,,,,,,,1072.0,,,,,
1406,217,8,,,,,,,,,,,,,,,1072.0,,,,,
1407,217,8,,,,,,,,,,,,,,,1072.0,,,,,
1408,218,8,,,,,,,,,,,,,,,1072.0,,,,,
1409,218,8,,,,,,,,,,,,,,,1072.0,,,,,
1410,218,8,,,,,,,,,,,,,,,1073.0,,,,,
1411,218,8,,,,,,,,,,,,,,,1073.0,,,,,
1412,218,8,,,,,,,,,,,,,,,1073.0,,,,,
1413,218,8,,,,,,,,,,,,,,,1073.0,,,,,
1414,219,8,,,,,,,,,,,,,,,1073.0,,,,,
1415,219,8,,,,,,,,,,,,,,,1073.0,,,,,
1416,219,8,,,,,,,,,,,,,,,1075.0,,,,,
1417,219,8,,,,,,,,,,,,,,,1075.0,,,,,
1418,219,8,,,,,,,,,,,,,,,1075.0,,,,,
1419,219,8,,,,,,,,,,,,,,,1075.0,,,,,
1420,219,8,,,,,,,,,,,,,,,1077.0,,,,,
1421,219,8,,,,,,,,,,,,,,,1077.0,,,,,
1422,219,8,,,,,,,,,,,,,,,1078.0,,,,,
1423,219,8,,,,,,,,,,,,,,,1078.0,,,,,
