day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1032,214,6,,,,,,,,,,,,,,,909.0,,,
1033,214,6,,,,,,,,,,,,,,,909.0,,,
1034,214,6,,,,,,,,,,,,,,,909.0,,,
1035,214,6,,,,,,,,,,,,,,,909.0,,,
1036,214,6,,,,,,,,,,,,,,,910.0,,,
1037,214,6,,,,,,,,,,,,,,,910.0,,,
1038,214,6,,,,,,,,,,,,,,,911.0,,,
1039,214,6,,,,,,,,,,,,,,,911.0,,,
1040,214,6,,,,,,,,,,,,,,,912.0,,,
1041,214,6,,,,,,,,,,,,,,,912.0,,,
1042,214,6,,,,,,,,,,,,,,,912.0,,,
1043,213,6,,,,,,,,,,,,,,,912.0,,,
1044,213,6,,,,,,,,,,,,,,,912.0,,,
1045,213,6,,,,,,,,,,,,,,,912.0,,,
1046,213,6,,,,,,,,,,,,,,,912.0,,,
1047,213,6,,,,,,,,,,,,,,,912.0,,,
1048,211,6,,,,,,,,,,,,,,,917.0,,,
1049,211,6,,,,,,,,,,,,,,,917.0,,,
1050,210,6,,,,,,,,,,,,,,,921.0,,,
1051,210,6,,,,,,,,,,,,,,,921.0,,,
1052,211,8,,,,,,,,,,,,,,,917.0,,,
1053,211,8,,,,,,,,,,,,,,,917.0,,,
1054,211,8,,,,,,,,,,,,,,,917.0,,,
1055,211,8,,,,,,,,,,,,,,,917.0,,,
1056,209,8,,,,,,,,,,,,,,,925.0,,,
1057,210,8,,,,,,,,,,,,,,,925.0,,,
1058,210,8,,,,,,,,,,,,,,,925.0,,,
1059,210,8,,,,,,,,,,,,,,,925.0,,,
1060,212,8,,,,,,,,,,,,,,,925.0,,,
1061,212,8,,,,,,,,,,,,,,,925.0,,,
1062,212,8,,,,,,,,,,,,,,,927.0,,,
1063,212,8,,,,,,,,,,,,,,,927.0,,,
1064,212,8,,,,,,,,,,,,,,,927.0,,,
1065,211,8,,,,,,,,,,,,,,,934.0,,,
1066,211,8,,,,,,,,,,,,,,,934.0,,,
1067,210,8,,,,,,,,,,,,,,,934.0,,,
1068,210,8,,,,,,,,,,,,,,,934.0,,,
1069,210,8,,,,,,,,,,,,,,,934.0,,,
1070,210,8,,,,,,,,,,,,,,,934.0,,,
1071,210,8,,,,,,,,,,,,,,,934.0,,,
1072,211,8,,,,,,,,,,,,,,,934.0,,,
1073,211,8,,,,,,,,,,,,,,,934.0,,,
1074,211,8,,,,,,,,,,,,,,,934.0,,,
1075,211,8,,,,,,,,,,,,,,,934.0,,,
1076,212,8,,,,,,,,,,,,,,,933.0,,,
1077,212,8,,,,,,,,,,,,,,,933.0,,,
1078,212,8,,,,,,,,,,,,,,,933.0,,,
1079,212,8,,,,,,,,,,,,,,,933.0,,,
1080,210,8,,,,,,,,,,,,,,,938.0,,,
1081,210,8,,,,,,,,,,,,,,,938.0,,,
1082,210,8,,,,,,,,,,,,,,,937.0,,,
1083,210,8,,,,,,,,,,,,,,,937.0,,,
1084,210,8,,,,,,,,,,,,,,,937.0,,,
1085,210,8,,,,,,,,,,,,,,,939.0,,,
1086,208,8,,,,,,,,,,,,,,,942.0,,,
1087,208,8,,,,,,,,,,,,,,,942.0,,,
1088,208,8,,,,,,,,,,,,,,,942.0,,,
1089,208,8,,,,,,,,,,,,,,,942.0,,,
1090,210,8,,,,,,,,,,,,,,,943.0,,,
1091,210,8,,,,,,,,,,,,,,,943.0,,,
1092,210,8,,,,,,,,,,,,,,,943.0,,,
1093,210,8,,,,,,,,,,,,,,,943.0,,,
1094,210,8,,,,,,,,,,,,,,,943.0,,,
1095,209,8,,,,,,,,,,,,,,,944.0,,,
1096,209,8,,,,,,,,,,,,,,,944.0,,,
1097,209,8,,,,,,,,,,,,,,,944.0,,,
1098,210,8,,,,,,,,,,,,,,,946.0,,,
1099,210,8,,,,,,,,,,,,,,,946.0,,,
1100,211,8,,,,,,,,,,,,,,,946.0,,,
1101,211,8,,,,,,,,,,,,,,,946.0,,,
1102,211,8,,,,,,,,,,,,,,,946.0,,,
1103,211,8,,,,,,,,,,,,,,,946.0,,,
1104,212,8,,,,,,,,,,,,,,,946.0,,,
1105,212,8,,,,,,,,,,,,,,,946.0,,,
1106,212,8,,,,,,,,,,,,,,,946.0,,,
1107,212,8,,,,,,,,,,,,,,,946.0,,,
1108,212,8,,,,,,,,,,,,,,,946.0,,,
1109,212,8,,,,,,,,,,,,,,,946.0,,,
1110,212,8,,,,,,,,,,,,,,,946.0,,,
1111,212,8,,,,,,,,,,,,,,,946.0,,,
1112,212,8,,,,,,,,,,,,,,,946.0,,,
1113,213,8,,,,,,,,,,,,,,,946.0,,,
1114,213,8,,,,,,,,,,,,,,,946.0,,,
1115,213,8,,,,,,,,,,,,,,,946.0,,,
1116,214,8,,,,,,,,,,,,,,,947.0,,,
1117,214,8,,,,,,,,,,,,,,,947.0,,,
1118,214,8,,,,,,,,,,,,,,,947.0,,,
1119,214,8,,,,,,,,,,,,,,,947.0,,,
1120,214,8,,,,,,,,,,,,,,,948.0,,,
1121,214,8,,,,,,,,,,,,,,,948.0,,,
1122,214,8,,,,,,,,,,,,,,,948.0,,,
1123,214,8,,,,,,,,,,,,,,,948.0,,,
1124,214,8,,,,,,,,,,,,,,,947.0,,,
1125,213,6,,,,,,,,,,,,,,,951.0,,,
1126,213,6,,,,,,,,,,,,,,,950.0,,,
1127,213,6,,,,,,,,,,,,,,,951.0,,,
1128,213,6,,,,,,,,,,,,,,,951.0,,,
1129,213,6,,,,,,,,,,,,,,,951.0,,,
1130,214,6,,,,,,,,,,,,,,,953.0,,,
1131,214,6,,,,,,,,,,,,,,,953.0,,,
1132,214,6,,,,,,,,,,,,,,,953.0,,,
1133,214,6,,,,,,,,,,,,,,,953.0,,,
1134,214,6,,,,,,,,,,,,,,,,954.0,,
1135,214,6,,,,,,,,,,,,,,,,954.0,,
1136,214,6,,,,,,,,,,,,,,,,955.0,,
1137,214,6,,,,,,,,,,,,,,,,955.0,,
1138,214,6,,,,,,,,,,,,,,,,955.0,,
1139,214,6,,,,,,,,,,,,,,,,954.0,,
1140,215,6,,,,,,,,,,,,,,,,957.0,,
1141,215,6,,,,,,,,,,,,,,,,957.0,,
1142,215,6,,,,,,,,,,,,,,,,957.0,,
1143,215,6,,,,,,,,,,,,,,,,957.0,,
1144,215,6,,,,,,,,,,,,,,,,957.0,,
1145,215,6,,,,,,,,,,,,,,,,957.0,,
1146,214,6,,,,,,,,,,,,,,,,959.0,,
1147,214,6,,,,,,,,,,,,,,,,959.0,,
1148,214,6,,,,,,,,,,,,,,,,959.0,,
1149,214,6,,,,,,,,,,,,,,,,959.0,,
1150,214,6,,,,,,,,,,,,,,,,960.0,,
1151,214,6,,,,,,,,,,,,,,,,960.0,,
1152,214,6,,,,,,,,,,,,,,,,964.0,,
1153,214,6,,,,,,,,,,,,,,,,964.0,,
1154,214,6,,,,,,,,,,,,,,,,964.0,,
1155,214,6,,,,,,,,,,,,,,,,963.0,,
1156,214,6,,,,,,,,,,,,,,,,963.0,,
1157,214,6,,,,,,,,,,,,,,,,963.0,,
1158,214,6,,,,,,,,,,,,,,,,963.0,,
1159,214,6,,,,,,,,,,,,,,,,963.0,,
1160,214,6,,,,,,,,,,,,,,,,963.0,,
1161,214,6,,,,,,,,,,,,,,,,963.0,,
1162,214,6,,,,,,,,,,,,,,,,963.0,,
1163,214,6,,,,,,,,,,,,,,,,963.0,,
1164,214,6,,,,,,,,,,,,,,,,963.0,,
1165,214,6,,,,,,,,,,,,,,,,963.0,,
1166,214,6,,,,,,,,,,,,,,,,963.0,,
1167,214,6,,,,,,,,,,,,,,,,962.0,,
1168,214,6,,,,,,,,,,,,,,,,962.0,,
1169,214,6,,,,,,,,,,,,,,,,962.0,,
1170,215,6,,,,,,,,,,,,,,,,963.0,,
1171,215,6,,,,,,,,,,,,,,,,963.0,,
1172,215,6,,,,,,,,,,,,,,,,963.0,,
1173,215,6,,,,,,,,,,,,,,,,963.0,,
1174,215,6,,,,,,,,,,,,,,,,963.0,,
1175,215,6,,,,,,,,,,,,,,,,963.0,,
1176,217,6,,,,,,,,,,,,,,,,966.0,,
1177,217,6,,,,,,,,,,,,,,,,966.0,,
1178,217,6,,,,,,,,,,,,,,,,966.0,,
1179,217,6,,,,,,,,,,,,,,,,966.0,,
1180,217,6,,,,,,,,,,,,,,,,966.0,,
1181,217,6,,,,,,,,,,,,,,,,966.0,,
1182,217,6,,,,,,,,,,,,,,,,966.0,,
1183,217,6,,,,,,,,,,,,,,,,967.0,,
1184,217,6,,,,,,,,,,,,,,,,967.0,,
1185,217,6,,,,,,,,,,,,,,,,967.0,,
1186,217,6,,,,,,,,,,,,,,,,967.0,,
1187,217,6,,,,,,,,,,,,,,,,967.0,,
1188,216,6,,,,,,,,,,,,,,,,971.0,,
1189,216,6,,,,,,,,,,,,,,,,971.0,,
1190,218,6,,,,,,,,,,,,,,,,972.0,,
1191,218,6,,,,,,,,,,,,,,,,972.0,,
1192,219,6,,,,,,,,,,,,,,,,972.0,,
1193,219,6,,,,,,,,,,,,,,,,972.0,,
1194,219,6,,,,,,,,,,,,,,,,971.0,,
1195,219,6,,,,,,,,,,,,,,,,972.0,,
1196,219,6,,,,,,,,,,,,,,,,972.0,,
1197,219,6,,,,,,,,,,,,,,,,972.0,,
1198,219,6,,,,,,,,,,,,,,,,972.0,,
1199,219,6,,,,,,,,,,,,,,,,972.0,,
1200,219,6,,,,,,,,,,,,,,,,973.0,,
1201,219,6,,,,,,,,,,,,,,,,973.0,,
1202,219,6,,,,,,,,,,,,,,,,973.0,,
1203,219,6,,,,,,,,,,,,,,,,973.0,,
1204,219,6,,,,,,,,,,,,,,,,973.0,,
1205,219,6,,,,,,,,,,,,,,,,973.0,,
1206,219,6,,,,,,,,,,,,,,,,973.0,,
1207,219,6,,,,,,,,,,,,,,,,973.0,,
1208,219,6,,,,,,,,,,,,,,,,974.0,,
1209,219,6,,,,,,,,,,,,,,,,974.0,,
1210,219,6,,,,,,,,,,,,,,,,974.0,,
1211,219,6,,,,,,,,,,,,,,,,974.0,,
1212,219,6,,,,,,,,,,,,,,,,976.0,,
1213,219,6,,,,,,,,,,,,,,,,975.0,,
1214,219,6,,,,,,,,,,,,,,,,975.0,,
1215,219,6,,,,,,,,,,,,,,,,975.0,,
1216,219,6,,,,,,,,,,,,,,,,976.0,,
1217,219,6,,,,,,,,,,,,,,,,976.0,,
1218,220,6,,,,,,,,,,,,,,,,978.0,,
1219,220,6,,,,,,,,,,,,,,,,977.0,,
1220,220,6,,,,,,,,,,,,,,,,977.0,,
1221,220,6,,,,,,,,,,,,,,,,977.0,,
1222,220,6,,,,,,,,,,,,,,,,977.0,,
1223,220,6,,,,,,,,,,,,,,,,977.0,,
1224,220,6,,,,,,,,,,,,,,,,978.0,,
1225,220,6,,,,,,,,,,,,,,,,978.0,,
1226,220,6,,,,,,,,,,,,,,,,978.0,,
1227,220,6,,,,,,,,,,,,,,,,978.0,,
1228,220,6,,,,,,,,,,,,,,,,978.0,,
1229,220,6,,,,,,,,,,,,,,,,978.0,,
1230,220,6,,,,,,,,,,,,,,,,980.0,,
1231,220,6,,,,,,,,,,,,,,,,980.0,,
1232,220,6,,,,,,,,,,,,,,,,980.0,,
1233,220,6,,,,,,,,,,,,,,,,980.0,,
1234,220,6,,,,,,,,,,,,,,,,980.0,,
1235,220,6,,,,,,,,,,,,,,,,980.0,,
1236,217,6,,,,,,,,,,,,,,,,984.0,,
1237,217,6,,,,,,,,,,,,,,,,984.0,,
1238,217,6,,,,,,,,,,,,,,,,984.0,,
1239,217,6,,,,,,,,,,,,,,,,984.0,,
1240,217,6,,,,,,,,,,,,,,,,986.0,,
1241,217,6,,,,,,,,,,,,,,,,986.0,,
1242,218,6,,,,,,,,,,,,,,,,987.0,,
1243,218,6,,,,,,,,,,,,,,,,987.0,,
1244,218,6,,,,,,,,,,,,,,,,987.0,,
1245,218,6,,,,,,,,,,,,,,,,987.0,,
1246,218,6,,,,,,,,,,,,,,,,987.0,,
1247,218,6,,,,,,,,,,,,,,,,987.0,,
1248,220,6,,,,,,,,,,,,,,,,988.0,,
1249,220,6,,,,,,,,,,,,,,,,987.0,,
1250,217,6,,,,,,,,,,,,,,,,991.0,,
1251,218,6,,,,,,,,,,,,,,,,991.0,,
1252,218,6,,,,,,,,,,,,,,,,991.0,,
1253,218,6,,,,,,,,,,,,,,,,992.0,,
1254,218,6,,,,,,,,,,,,,,,,994.0,,
1255,219,6,,,,,,,,,,,,,,,,995.0,,
1256,219,6,,,,,,,,,,,,,,,,995.0,,
1257,219,6,,,,,,,,,,,,,,,,994.0,,
1258,219,6,,,,,,,,,,,,,,,,994.0,,
1259,219,6,,,,,,,,,,,,,,,,994.0,,
1260,220,6,,,,,,,,,,,,,,,,997.0,,
1261,220,6,,,,,,,,,,,,,,,,997.0,,
1262,220,6,,,,,,,,,,,,,,,,997.0,,
1263,220,6,,,,,,,,,,,,,,,,997.0,,
1264,220,6,,,,,,,,,,,,,,,,998.0,,
1265,220,6,,,,,,,,,,,,,,,,998.0,,
1266,220,6,,,,,,,,,,,,,,,,998.0,,
1267,220,6,,,,,,,,,,,,,,,,998.0,,
1268,220,6,,,,,,,,,,,,,,,,998.0,,
1269,220,6,,,,,,,,,,,,,,,,997.0,,
1270,221,6,,,,,,,,,,,,,,,,998.0,,
1271,221,6,,,,,,,,,,,,,,,,998.0,,
1272,220,6,,,,,,,,,,,,,,,,1000.0,,
1273,220,6,,,,,,,,,,,,,,,,1000.0,,
1274,220,6,,,,,,,,,,,,,,,,1000.0,,
1275,220,6,,,,,,,,,,,,,,,,1000.0,,
1276,220,6,,,,,,,,,,,,,,,,1000.0,,
1277,220,6,,,,,,,,,,,,,,,,1000.0,,
1278,220,6,,,,,,,,,,,,,,,,1001.0,,
1279,220,6,,,,,,,,,,,,,,,,1001.0,,
1280,221,6,,,,,,,,,,,,,,,,1002.0,,
1281,221,6,,,,,,,,,,,,,,,,1004.0,,
1282,221,6,,,,,,,,,,,,,,,,1004.0,,
1283,221,6,,,,,,,,,,,,,,,,1004.0,,
1284,221,6,,,,,,,,,,,,,,,,1004.0,,
1285,221,6,,,,,,,,,,,,,,,,1003.0,,
1286,221,6,,,,,,,,,,,,,,,,1003.0,,
1287,220,6,,,,,,,,,,,,,,,,,1009.0,
1288,220,6,,,,,,,,,,,,,,,,,1009.0,
1289,220,6,,,,,,,,,,,,,,,,,1009.0,
1290,220,6,,,,,,,,,,,,,,,,,1011.0,
1291,220,6,,,,,,,,,,,,,,,,,1011.0,
1292,220,6,,,,,,,,,,,,,,,,,1011.0,
1293,220,6,,,,,,,,,,,,,,,,,1011.0,
1294,220,6,,,,,,,,,,,,,,,,,1011.0,
1295,220,6,,,,,,,,,,,,,,,,,1011.0,
1296,216,6,,,,,,,,,,,,,,,,,1018.0,
1297,216,6,,,,,,,,,,,,,,,,,1018.0,
1298,216,6,,,,,,,,,,,,,,,,,1018.0,
1299,216,6,,,,,,,,,,,,,,,,,1018.0,
1300,217,6,,,,,,,,,,,,,,,,,1020.0,
1301,217,6,,,,,,,,,,,,,,,,,1020.0,
1302,215,6,,,,,,,,,,,,,,,,,1030.0,
1303,215,6,,,,,,,,,,,,,,,,,1030.0,
1304,215,6,,,,,,,,,,,,,,,,,1031.0,
1305,215,6,,,,,,,,,,,,,,,,,1031.0,
1306,215,6,,,,,,,,,,,,,,,,,1031.0,
1307,215,6,,,,,,,,,,,,,,,,,1031.0,
1308,214,6,,,,,,,,,,,,,,,,,1034.0,
1309,214,6,,,,,,,,,,,,,,,,,1034.0,
1310,214,6,,,,,,,,,,,,,,,,,1037.0,
1311,214,6,,,,,,,,,,,,,,,,,1037.0,
1312,215,6,,,,,,,,,,,,,,,,,1038.0,
1313,215,6,,,,,,,,,,,,,,,,,1038.0,
1314,215,6,,,,,,,,,,,,,,,,,1039.0,
1315,215,6,,,,,,,,,,,,,,,,,1040.0,
1316,216,6,,,,,,,,,,,,,,,,,1041.0,
1317,216,6,,,,,,,,,,,,,,,,,1041.0,
1318,216,6,,,,,,,,,,,,,,,,,1041.0,
1319,216,6,,,,,,,,,,,,,,,,,1041.0,
1320,218,6,,,,,,,,,,,,,,,,,1041.0,
1321,218,6,,,,,,,,,,,,,,,,,1041.0,
1322,218,6,,,,,,,,,,,,,,,,,1041.0,
1323,218,6,,,,,,,,,,,,,,,,,1042.0,
1324,216,6,,,,,,,,,,,,,,,,,1046.0,
1325,216,6,,,,,,,,,,,,,,,,,1046.0,
1326,216,6,,,,,,,,,,,,,,,,,1046.0,
1327,216,6,,,,,,,,,,,,,,,,,1045.0,
1328,216,6,,,,,,,,,,,,,,,,,1045.0,
1329,216,6,,,,,,,,,,,,,,,,,1045.0,
1330,216,6,,,,,,,,,,,,,,,,,1045.0,
1331,216,6,,,,,,,,,,,,,,,,,1045.0,
1332,217,6,,,,,,,,,,,,,,,,,1046.0,
1333,217,6,,,,,,,,,,,,,,,,,1046.0,
1334,217,6,,,,,,,,,,,,,,,,,1046.0,
1335,217,6,,,,,,,,,,,,,,,,,1046.0,
1336,217,6,,,,,,,,,,,,,,,,,1046.0,
1337,217,6,,,,,,,,,,,,,,,,,1046.0,
1338,217,6,,,,,,,,,,,,,,,,,1051.0,
1339,217,6,,,,,,,,,,,,,,,,,1051.0,
1340,217,6,,,,,,,,,,,,,,,,,1051.0,
1341,217,6,,,,,,,,,,,,,,,,,1051.0,
1342,217,6,,,,,,,,,,,,,,,,,1051.0,
1343,217,6,,,,,,,,,,,,,,,,,1051.0,
1344,217,6,,,,,,,,,,,,,,,,,1053.0,
1345,217,6,,,,,,,,,,,,,,,,,1053.0,
1346,217,6,,,,,,,,,,,,,,,,,1053.0,
1347,217,6,,,,,,,,,,,,,,,,,1053.0,
1348,217,6,,,,,,,,,,,,,,,,,1053.0,
1349,217,6,,,,,,,,,,,,,,,,,1053.0,
1350,221,6,,,,,,,,,,,,,,,,,1055.0,
1351,221,6,,,,,,,,,,,,,,,,,1055.0,
1352,221,6,,,,,,,,,,,,,,,,,1055.0,
1353,221,6,,,,,,,,,,,,,,,,,1055.0,
1354,221,6,,,,,,,,,,,,,,,,,1055.0,
1355,221,6,,,,,,,,,,,,,,,,,1055.0,
1356,220,6,,,,,,,,,,,,,,,,,1058.0,
1357,220,6,,,,,,,,,,,,,,,,,1058.0,
1358,220,6,,,,,,,,,,,,,,,,,1057.0,
1359,221,6,,,,,,,,,,,,,,,,,1057.0,
1360,220,6,,,,,,,,,,,,,,,,,1061.0,
1361,220,6,,,,,,,,,,,,,,,,,1061.0,
1362,220,6,,,,,,,,,,,,,,,,,1063.0,
1363,220,6,,,,,,,,,,,,,,,,,1063.0,
1364,220,6,,,,,,,,,,,,,,,,,1063.0,
1365,221,6,,,,,,,,,,,,,,,,,1063.0,
1366,221,6,,,,,,,,,,,,,,,,,1063.0,
1367,221,6,,,,,,,,,,,,,,,,,1063.0,
1368,218,6,,,,,,,,,,,,,,,,,1068.0,
1369,218,6,,,,,,,,,,,,,,,,,1068.0,
1370,218,6,,,,,,,,,,,,,,,,,1068.0,
1371,218,6,,,,,,,,,,,,,,,,,1068.0,
1372,218,6,,,,,,,,,,,,,,,,,1069.0,
1373,218,6,,,,,,,,,,,,,,,,,1069.0,
1374,218,6,,,,,,,,,,,,,,,,,1071.0,
1375,218,6,,,,,,,,,,,,,,,,,1070.0,
1376,218,6,,,,,,,,,,,,,,,,,1070.0,
1377,218,6,,,,,,,,,,,,,,,,,1070.0,
1378,218,6,,,,,,,,,,,,,,,,,1070.0,
1379,218,6,,,,,,,,,,,,,,,,,1070.0,
1380,218,6,,,,,,,,,,,,,,,,,1072.0,
1381,218,6,,,,,,,,,,,,,,,,,1072.0,
1382,218,6,,,,,,,,,,,,,,,,,1072.0,
1383,218,6,,,,,,,,,,,,,,,,,1072.0,
1384,218,6,,,,,,,,,,,,,,,,,1073.0,
1385,218,6,,,,,,,,,,,,,,,,,1073.0,
1386,217,6,,,,,,,,,,,,,,,,,1075.0,
1387,217,6,,,,,,,,,,,,,,,,,1075.0,
1388,217,6,,,,,,,,,,,,,,,,,1074.0,
1389,217,6,,,,,,,,,,,,,,,,,1074.0,
1390,218,6,,,,,,,,,,,,,,,,,1074.0,
1391,218,6,,,,,,,,,,,,,,,,,1074.0,
1392,217,6,,,,,,,,,,,,,,,,,1079.0,
1393,217,6,,,,,,,,,,,,,,,,,1079.0,
1394,217,6,,,,,,,,,,,,,,,,,1079.0,
1395,217,6,,,,,,,,,,,,,,,,,1079.0,
1396,218,6,,,,,,,,,,,,,,,,,1079.0,
1397,218,6,,,,,,,,,,,,,,,,,1079.0,
1398,218,6,,,,,,,,,,,,,,,,,1080.0,
1399,218,6,,,,,,,,,,,,,,,,,1080.0,
1400,216,6,,,,,,,,,,,,,,,,,1084.0,
1401,216,6,,,,,,,,,,,,,,,,,1083.0,
1402,216,6,,,,,,,,,,,,,,,,,1083.0,
1403,216,6,,,,,,,,,,,,,,,,,1083.0,
1404,217,6,,,,,,,,,,,,,,,,,1083.0,
1405,217,6,,,,,,,,,,,,,,,,,1083.0,
1406,217,6,,,,,,,,,,,,,,,,,1083.0,
1407,217,6,,,,,,,,,,,,,,,,,1083.0,
1408,218,6,,,,,,,,,,,,,,,,,1083.0,
1409,218,6,,,,,,,,,,,,,,,,,1083.0,
1410,218,6,,,,,,,,,,,,,,,,,1084.0,
1411,218,6,,,,,,,,,,,,,,,,,1084.0,
1412,218,6,,,,,,,,,,,,,,,,,1084.0,
1413,218,6,,,,,,,,,,,,,,,,,1084.0,
1414,219,6,,,,,,,,,,,,,,,,,1084.0,
1415,219,6,,,,,,,,,,,,,,,,,1084.0,
1416,219,6,,,,,,,,,,,,,,,,,1086.0,
1417,219,6,,,,,,,,,,,,,,,,,1086.0,
1418,219,6,,,,,,,,,,,,,,,,,1086.0,
1419,219,6,,,,,,,,,,,,,,,,,1086.0,
1420,219,6,,,,,,,,,,,,,,,,,1088.0,
1421,219,6,,,,,,,,,,,,,,,,,1088.0,
1422,219,6,,,,,,,,,,,,,,,,,1088.0,
1423,219,6,,,,,,,,,,,,,,,,,1088.0,
1424,219,6,,,,,,,,,,,,,,,,,1088.0,
1425,219,6,,,,,,,,,,,,,,,,,1088.0,
1426,219,6,,,,,,,,,,,,,,,,,1088.0,
1427,219,6,,,,,,,,,,,,,,,,,1088.0,
1428,219,6,,,,,,,,,,,,,,,,,1088.0,
1429,219,6,,,,,,,,,,,,,,,,,1088.0,
1430,221,6,,,,,,,,,,,,,,,,,1088.0,
1431,221,6,,,,,,,,,,,,,,,,,1088.0,
1432,221,6,,,,,,,,,,,,,,,,,1088.0,
1433,221,6,,,,,,,,,,,,,,,,,1088.0,
1434,217,6,,,,,,,,,,,,,,,,,1093.0,
1435,217,6,,,,,,,,,,,,,,,,,1093.0,
1436,217,6,,,,,,,,,,,,,,,,,1093.0,
1437,217,6,,,,,,,,,,,,,,,,,1093.0,
1438,217,6,,,,,,,,,,,,,,,,,1093.0,
1439,217,6,,,,,,,,,,,,,,,,,1093.0,
1440,219,6,,,,,,,,,,,,,,,,,1093.0,
1441,219,6,,,,,,,,,,,,,,,,,1093.0,
1442,219,6,,,,,,,,,,,,,,,,,1093.0,
1443,219,6,,,,,,,,,,,,,,,,,1093.0,
1444,219,6,,,,,,,,,,,,,,,,,1093.0,
1445,220,6,,,,,,,,,,,,,,,,,1093.0,
1446,220,6,,,,,,,,,,,,,,,,,1093.0,
1447,220,6,,,,,,,,,,,,,,,,,1093.0,
1448,220,6,,,,,,,,,,,,,,,,,1093.0,
1449,220,6,,,,,,,,,,,,,,,,,1093.0,
1450,220,6,,,,,,,,,,,,,,,,,1093.0,
1451,221,6,,,,,,,,,,,,,,,,,1091.0,
1452,222,6,,,,,,,,,,,,,,,,,1091.0,
1453,222,6,,,,,,,,,,,,,,,,,1091.0,
1454,222,6,,,,,,,,,,,,,,,,,1091.0,
1455,222,6,,,,,,,,,,,,,,,,,1091.0,
1456,223,6,,,,,,,,,,,,,,,,,1092.0,
1457,223,6,,,,,,,,,,,,,,,,,1091.0,
1458,223,6,,,,,,,,,,,,,,,,,1091.0,
1459,223,6,,,,,,,,,,,,,,,,,1091.0,
1460,224,6,,,,,,,,,,,,,,,,,1092.0,
1461,224,6,,,,,,,,,,,,,,,,,1092.0,
1462,224,6,,,,,,,,,,,,,,,,,1092.0,
1463,224,6,,,,,,,,,,,,,,,,,1092.0,
1464,224,6,,,,,,,,,,,,,,,,,1092.0,
1465,224,6,,,,,,,,,,,,,,,,,1092.0,
1466,224,6,,,,,,,,,,,,,,,,,1092.0,
1467,224,6,,,,,,,,,,,,,,,,,1092.0,
1468,224,6,,,,,,,,,,,,,,,,,1092.0,
1469,224,6,,,,,,,,,,,,,,,,,1092.0,
1470,226,8,,,,,,,,,,,,,,,,,1088.0,
1471,226,8,,,,,,,,,,,,,,,,,1088.0,
1472,227,8,,,,,,,,,,,,,,,,,1088.0,
1473,227,8,,,,,,,,,,,,,,,,,1088.0,
1474,227,8,,,,,,,,,,,,,,,,,1088.0,
1475,227,8,,,,,,,,,,,,,,,,,1088.0,
1476,227,8,,,,,,,,,,,,,,,,,1088.0,
1477,227,8,,,,,,,,,,,,,,,,,1088.0,
1478,227,8,,,,,,,,,,,,,,,,,1088.0,
1479,227,8,,,,,,,,,,,,,,,,,1088.0,
1480,228,8,,,,,,,,,,,,,,,,,1092.0,
1481,228,8,,,,,,,,,,,,,,,,,1092.0,
1482,228,8,,,,,,,,,,,,,,,,,1092.0,
1483,228,8,,,,,,,,,,,,,,,,,1092.0,
1484,228,8,,,,,,,,,,,,,,,,,1092.0,
1485,229,8,,,,,,,,,,,,,,,,,1092.0,
1486,229,8,,,,,,,,,,,,,,,,,1092.0,
1487,229,8,,,,,,,,,,,,,,,,,1092.0,
1488,229,8,,,,,,,,,,,,,,,,,1092.0,
1489,231,8,,,,,,,,,,,,,,,,,1089.0,
1490,231,8,,,,,,,,,,,,,,,,,1091.0,
1491,231,8,,,,,,,,,,,,,,,,,1091.0,
1492,231,8,,,,,,,,,,,,,,,,,1091.0,
1493,231,8,,,,,,,,,,,,,,,,,1091.0,
1494,232,8,,,,,,,,,,,,,,,,,1091.0,
1495,232,8,,,,,,,,,,,,,,,,,1091.0,
1496,232,8,,,,,,,,,,,,,,,,,1091.0,
1497,232,8,,,,,,,,,,,,,,,,,1091.0,
1498,232,8,,,,,,,,,,,,,,,,,1091.0,
1499,232,8,,,,,,,,,,,,,,,,,1090.0,
1500,232,8,,,,,,,,,,,,,,,,,1096.0,
1501,231,8,,,,,,,,,,,,,,,,,1096.0,
1502,231,8,,,,,,,,,,,,,,,,,1096.0,
1503,231,8,,,,,,,,,,,,,,,,,1096.0,
1504,231,8,,,,,,,,,,,,,,,,,1096.0,
1505,230,8,,,,,,,,,,,,,,,,,1099.0,
1506,230,8,,,,,,,,,,,,,,,,,1099.0,
1507,230,8,,,,,,,,,,,,,,,,,1099.0,
1508,230,8,,,,,,,,,,,,,,,,,1099.0,
1509,230,8,,,,,,,,,,,,,,,,,1099.0,
1510,230,8,,,,,,,,,,,,,,,,,1101.0,
1511,230,8,,,,,,,,,,,,,,,,,1101.0,
1512,230,8,,,,,,,,,,,,,,,,,1101.0,
1513,230,8,,,,,,,,,,,,,,,,,1101.0,
1514,230,8,,,,,,,,,,,,,,,,,1101.0,
1515,230,8,,,,,,,,,,,,,,,,,1101.0,
1516,230,8,,,,,,,,,,,,,,,,,1101.0,
1517,230,8,,,,,,,,,,,,,,,,,1101.0,
1518,230,8,,,,,,,,,,,,,,,,,1101.0,
1519,230,8,,,,,,,,,,,,,,,,,1101.0,
1520,232,8,,,,,,,,,,,,,,,,,1102.0,
